Name,Abbr Name,subcategory,Field,JIF5Years,Threshold
Izvestiya Vysshikh Uchebnykh Zavedenii Khimiya i Khimicheskaya Tekhnologiya,IZV VUZ KHIM KH TEKH,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,0.5,1.5
Journal of Endocrinology and Metabolism,J ENDOCRINOL METAB,ENDOCRINOLOGY & METABOLISM,Medicine,0.5,1.0
Journal of Energy in Southern Africa,J ENERGY SOUTH AFR,ENERGY & FUELS,Engineering,0.8,1.5
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,"PHYSICS, APPLIED",Physics,0.5,1.0
JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,J CHEM SOC PAKISTAN,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,0.5,1.5
M S-MEDECINE SCIENCES,M S-MED SCI,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,0.6,1.0
Psychologica,PSYCHOLOGICA-COIMBRA,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,0.6,1.0
RARE METAL MATERIALS AND ENGINEERING,RARE METAL MAT ENG,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,0.6,1.5
Revista de Nutricao-Brazilian Journal of Nutrition,REV NUTR,NUTRITION & DIETETICS,Medicine,0.8,1.0
Revista Investigaciones Altoandinas-Journal of High Andean Research,REV INVESTIG ALTOAND,MULTIDISCIPLINARY SCIENCES,Mathematics,0.5,0.7
RUSSIAN JOURNAL OF APPLIED CHEMISTRY,RUSS J APPL CHEM+,"CHEMISTRY, APPLIED",Chemistry,0.8,1.5
Schools-Studies in Education,SCHOOLS,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,0.5,0.7
SEMICONDUCTORS,SEMICONDUCTORS+,"PHYSICS, CONDENSED MATTER",Physics,0.5,1.0
Town and Regional Planning,TOWN REG PLAN,REGIONAL & URBAN PLANNING,Environmental Science,0.8,0.5
Acta Dermatovenerologica Croatica,ACTA DERMATOVENER CR,DERMATOLOGY,Medicine,1.1,1.0
European Journal of Inflammation,EUR J INFLAMM,IMMUNOLOGY,Medicine,0.6,1.0
EVOLUTION PSYCHIATRIQUE,EVOL PSYCHIATR,PSYCHIATRY,Medicine,0.4,1.0
Gaceta Medica de Mexico,GAC MED MEX,"MEDICINE, GENERAL & INTERNAL",Medicine,0.7,1.0
Intelligent Decision Technologies-Netherlands,INTELL DECIS TECHNOL,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,0.7,0.8
International Journal of Knowledge-Based and Intelligent Engineering Systems,INT J KNOWL-BASED IN,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,0.7,0.8
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,J CHEM ENG JPN,"ENGINEERING, CHEMICAL",Engineering,0.7,1.5
JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,J ENG PHYS THERMOPH+,THERMODYNAMICS,Physics,0.6,1.0
Journal of Magnetics,J MAGN,"PHYSICS, CONDENSED MATTER",Physics,0.5,1.0
Kemija u Industriji-Journal of Chemists and Chemical Engineers,KEM IND,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,0.5,1.5
MHSalud-Revista en Ciencias del Movimiento Humano y la Salud,MHSALUD,SPORT SCIENCES,Medicine,0.5,1.0
New Materials Compounds and Applications,NEW MATER COMPOUND A,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,,1.5
Rivista Italiana delle Sostanze Grasse,RIV ITAL SOSTANZE GR,FOOD SCIENCE & TECHNOLOGY,Chemistry,0.5,1.5
Advances in Radio Science,ADV RADIO SCI,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,1.1,1.5
African Journal of Business Ethics,AFR J BUS ETHICS,BUSINESS,Mathematics,0.7,0.7
AGROCHIMICA,AGROCHIMICA,SOIL SCIENCE,Environmental Science,0.7,0.5
Biochemistry Moscow-Supplement Series B-Biomedical Chemistry,BIOCHEM MOSC SUPPL B,BIOCHEMISTRY & MOLECULAR BIOLOGY,Biology,0.4,1.0
Bulletin of the University of Karaganda-Chemistry,B UNIV KARAGANDA-CHE,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,0.4,1.5
Future of Food-Journal on Food Agriculture and Society,FUTURE FOOD,FOOD SCIENCE & TECHNOLOGY,Chemistry,0.7,1.5
Granja-Revista de Ciencias de la Vida,GRANJA,ENVIRONMENTAL SCIENCES,Environmental Science,0.8,0.5
International Journal of Sustainable Construction Engineering and Technology,INT J SUSTAIN CONSTR,CONSTRUCTION & BUILDING TECHNOLOGY,Engineering,0.7,1.5
Journal of Digital Forensics Security and Law,J DIGIT FORENSICS SE,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,0.5,0.8
Journal of Mental Health and Human Behaviour,J MENT HEALTH HUM BE,PSYCHIATRY,Medicine,,1.0
Journal of the Australasian Tax Teachers Association,J AUSTRALAS TAX TEAC,ECONOMICS,Mathematics,0.4,0.7
Materials Physics and Mechanics,MATER PHYS MECH,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,0.5,1.5
Recent Advances in Electrical & Electronic Engineering,RECENT ADV ELECTR EL,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,0.4,1.5
Advances in Gerontology,ADV GERONTOL,GERIATRICS & GERONTOLOGY,Medicine,0.4,1.0
Cailiao Gongcheng-Journal of Materials Engineering,CAILIAO GONGCHENG,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,0.5,1.5
Indian Journal of Sexually Transmitted Diseases and AIDS,INDIAN J SEX TRANSM,INFECTIOUS DISEASES,Medicine,0.7,1.0
International Journal of Services Technology and Management,INT J SERV TECHNOL M,MANAGEMENT,Mathematics,0.4,0.7
Science and Innovation,SCI INNOV,MULTIDISCIPLINARY SCIENCES,Mathematics,0.4,0.7
Space Science and Technology-Kosmicna Nauka i Tehnologia,SPACE SCI TECHNOL,ASTRONOMY & ASTROPHYSICS,Physics,0.4,1.0
GENETICS AND MOLECULAR RESEARCH,GENET MOL RES,GENETICS & HEREDITY,Biology,0.7,1.0
Electronic Journal of the Faculty of Civil Engineering Osijek-e-GFOS,ELECTRON J FAC CIV E,"ENGINEERING, CIVIL",Engineering,0.5,1.5
Journal of the Korean Electrochemical Society,J KOREAN ELECTROCHEM,ELECTROCHEMISTRY,Chemistry,0.4,1.5
Revista de Gestao e Projetos,REV GES PROJ,BUSINESS,Mathematics,0.6,0.7
Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades,AMBITOS,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
Annual Review of CyberTherapy and Telemedicine,ANN REV CYBERTHERAPY,"COMPUTER SCIENCE, CYBERNETICS",Computer Science,0.9,0.8
Encontros Bibli-Revista Eletronica de Biblioteconomia e Ciencia da Informacao,ENCONTROS BIBLI,INFORMATION SCIENCE & LIBRARY SCIENCE,Computer Science,0.4,0.8
Farmaceuticos Comunitarios,FARM COMUNITARIOS,HEALTH POLICY & SERVICES,Medicine,0.5,1.0
CHEMICKE LISTY,CHEM LISTY,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,0.3,1.5
Noema-Rivista Online di Filosofia,NOEMA,PHILOSOPHY,Mathematics,0.4,0.7
Global Media Journal-Canadian Edition,GLOB MEDIA J-CAN ED,COMMUNICATION,Computer Science,1.4,0.8
Neizvestnyi Dostoevskii-The Unknown Dostoevsky,NEIZVESTNYI DOSTOEVS,"LITERATURE, SLAVIC",Environmental Science,0.4,0.5
JOURNAL OF AMERICAN FOLKLORE,J AM FOLKLORE,FOLKLORE,Environmental Science,0.8,0.5
Drama Therapy Review,DRAMA THER REV,THEATER,Environmental Science,0.6,0.5
NARRATIVE,NARRATIVE,LITERATURE,Environmental Science,0.6,0.5
CounterText-A Journal for the Study of the Post-Literary,COUNTERTEXT,LITERARY THEORY & CRITICISM,Environmental Science,0.3,0.5
Cambridge Classical Journal,CAMB CLASS J,CLASSICS,Environmental Science,0.7,0.5
Journal of the Economic and Social History of the Orient,J ECON SOC HIST ORIE,HISTORY,Environmental Science,0.9,0.5
STYLE,STYLE,LITERATURE,Environmental Science,0.5,0.5
MFS-Modern Fiction Studies,MFS-MOD FICT STUD,LITERATURE,Environmental Science,0.5,0.5
COLLEGE COMPOSITION AND COMMUNICATION,COLL COMPOS COMMUN,LITERATURE,Environmental Science,0.7,0.5
Review of Faith & International Affairs,REV FAITH INT AFF,RELIGION,Environmental Science,1.0,0.5
CHAUCER REVIEW,CHAUCER REV,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.4,0.5
Journal of the Institute of Conservation,J INST CONSERV,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.7,0.5
Journal of Chinese Religions,J CHINESE RELIG,RELIGION,Environmental Science,,0.5
RELIGIOUS STUDIES,RELIG STUD,RELIGION,Environmental Science,0.6,0.5
Bylye Gody,BYLYE GODY,HISTORY,Environmental Science,0.4,0.5
ENGLISH HISTORICAL REVIEW,ENGL HIST REV,HISTORY,Environmental Science,0.6,0.5
Plainsong & Medieval Music,PLAINSONG MEDIEV MUS,MUSIC,Physics,0.5,1.0
PATTERNS OF PREJUDICE,PATTERNS PREJUDICE,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,2.1,0.5
Cultural & Social History,CULT SOC HIST,HISTORY,Environmental Science,0.7,0.5
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,S ASIA,HISTORY,Environmental Science,1.2,0.5
European Review of History-Revue Europeenne d Histoire,EUR REV HIST,HISTORY,Environmental Science,0.6,0.5
History & Memory,HIST MEM,HISTORY,Environmental Science,0.4,0.5
Method & Theory in the Study of Religion,METH THEORY STUD REL,RELIGION,Environmental Science,0.5,0.5
Historical Encounters-A Journal of Historical Consciousness Historical Cultures and History Education,HIST ENCOUNT,HISTORY,Environmental Science,0.6,0.5
COMPARATIVE LITERATURE,COMP LITERATURE,LITERATURE,Environmental Science,0.5,0.5
WOMENS HISTORY REVIEW,WOMEN HIST REV,HISTORY,Environmental Science,0.7,0.5
RIDE-The Journal of Applied Theatre and Performance,RIDE-J APPL THEATRE,THEATER,Environmental Science,0.7,0.5
International Journal of Asian Studies,INT J ASIAN STUD,ASIAN STUDIES,Environmental Science,0.5,0.5
Twentieth-Century China,TWENT-CENTURY CHINA,HISTORY,Environmental Science,0.6,0.5
SEMINAR-A JOURNAL OF GERMANIC STUDIES,SEMINAR-J GER STUD,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",Environmental Science,0.5,0.5
RETHINKING HISTORY,RETHINK HIST,HISTORY,Environmental Science,0.9,0.5
TEXTUAL PRACTICE,TEXTUAL PRACT,LITERATURE,Environmental Science,0.4,0.5
SOCIAL SCIENCE HISTORY,SOC SCI HIST,HISTORY OF SOCIAL SCIENCES,Mathematics,1.2,0.7
Contemporary South Asia,CONTEMP SOUTH ASIA,ASIAN STUDIES,Environmental Science,1.4,0.5
JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY,J ART MANAG LAW SOC,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.8,0.5
History Compass,HISTORY COMPASS,HISTORY,Environmental Science,0.6,0.5
HISTORY OF POLITICAL THOUGHT,HIST POLIT THOUGHT,HISTORY,Environmental Science,0.5,0.5
INTERNATIONAL HISTORY REVIEW,INT HIST REV,HISTORY,Environmental Science,0.6,0.5
Adaptation-The Journal of Literature on Screen Studies,ADAPTATION-UK,LITERATURE,Environmental Science,0.6,0.5
SHAKESPEARE QUARTERLY,SHAKESPEARE QUART,THEATER,Environmental Science,0.5,0.5
TEXTILE HISTORY,TEXT HIST,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.5,0.5
Acta Histriae,ACTA HISTRIAE,HISTORY,Environmental Science,0.4,0.5
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,INT J PHILOS RELIG,RELIGION,Environmental Science,0.6,0.5
JCMS-Journal of Cinema and Media Studies,JCMS-J CINE MEDIA ST,"FILM, RADIO, TELEVISION",Computer Science,0.7,0.8
Analisis Filosofico,ANAL FILOS,PHILOSOPHY,Mathematics,0.4,0.7
German History,GER HIST,HISTORY,Environmental Science,0.6,0.5
HELIOS,HELIOS,CLASSICS,Environmental Science,0.5,0.5
Journal of Israeli History,J ISR HIST,HISTORY,Environmental Science,0.6,0.5
STUDIES IN THE NOVEL,STUD NOVEL,LITERATURE,Environmental Science,0.5,0.5
Historia y Comunicacion Social,HIST COMUN SOC,HISTORY,Environmental Science,0.6,0.5
Public History Review,PUBLIC HIST REV,HISTORY,Environmental Science,0.5,0.5
Exemplaria-Medieval Early Modern Theory,EXEMPLARIA,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.5,0.5
JEWISH SOCIAL STUDIES,JEWISH SOC STUD,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
Journal of Early Modern History,J EARLY MOD HIST,HISTORY,Environmental Science,0.6,0.5
Studies in Documentary Film,STUD DOC FILM,"FILM, RADIO, TELEVISION",Computer Science,0.8,0.8
Translation and Literature,TRANSL LIT,LITERATURE,Environmental Science,0.4,0.5
Interventions-International Journal of Postcolonial Studies,INTERVENTIONS-UK,HISTORY,Environmental Science,0.9,0.5
Journal for the Academic Study of Religion,J ACAD STUDY RELIG,RELIGION,Environmental Science,0.3,0.5
Language Dynamics and Change,LANG DYN CHANG,LANGUAGE & LINGUISTICS,Computer Science,1.0,0.8
Oriens,ORIENS,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
Nova Religio-Journal of Alternative and Emergent Religions,NOVA RELIG,RELIGION,Environmental Science,0.4,0.5
Panta Rei-Digital Journal of History and Didactics of History,PANTA REI,HISTORY,Environmental Science,0.4,0.5
Philosophical Papers,PHILOS PAP,PHILOSOPHY,Mathematics,1.3,0.7
Arte Individuo y Sociedad,ARTE INDIVIDUO SOC,ART,Mathematics,0.6,0.7
Arthuriana,ARTHURIANA,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.4,0.5
Colonial Latin American Review,COLON LAT AM REV,HISTORY,Environmental Science,0.6,0.5
JOURNAL OF RELIGIOUS ETHICS,J RELIG ETHICS,RELIGION,Environmental Science,0.7,0.5
Comics Grid-Journal of Comics Scholarship,COMICS GRID-J COMICS,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
Dao-A Journal of Comparative Philosophy,DAO,PHILOSOPHY,Mathematics,0.5,0.7
ASIAN PHILOSOPHY,ASIAN PHILOS,PHILOSOPHY,Mathematics,0.5,0.7
AMERICAN QUARTERLY,AM QUART,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.9,0.5
Axiomathes,AXIOMATHES,PHILOSOPHY,Mathematics,0.4,0.7
HTS Teologiese Studies-Theological Studies,HTS TEOL STUD-THEOL,RELIGION,Environmental Science,0.5,0.5
JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,J AM ORIENTAL SOC,ASIAN STUDIES,Environmental Science,0.5,0.5
NEW TESTAMENT STUDIES,NEW TESTAMENT STUD,RELIGION,Environmental Science,0.6,0.5
Chinese Journal of Comparative Law,CHIN J COMP LAW,LAW,Mathematics,0.8,0.7
Journal of Architectural Conservation,J ARCHIT CONSERV,ARCHITECTURE,Engineering,0.8,1.5
JOURNAL OF EARLY CHRISTIAN STUDIES,J EARLY CHRISTIAN ST,RELIGION,Environmental Science,0.7,0.5
Journal of Mathematics and Music,J MATH MUSIC,MUSIC,Physics,0.7,1.0
Midwest Studies in Philosophy,MIDWEST STUD PHILOS,PHILOSOPHY,Mathematics,,0.7
MUSLIM WORLD,MUSLIM WORLD,RELIGION,Environmental Science,0.4,0.5
CENTAURUS,CENTAURUS,HISTORY & PHILOSOPHY OF SCIENCE,Mathematics,0.9,0.7
MODERN JUDAISM,MOD JUDAISM,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
Terrae Incognitae-The Journal of the Society for the History of Discoveries,TERR INCOGN,HISTORY,Environmental Science,0.4,0.5
Religion Compass,RELIG COMPASS,RELIGION,Environmental Science,0.6,0.5
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,URBAN HIST REV,HISTORY,Environmental Science,0.4,0.5
OPERA QUARTERLY,OPERA QUART,MUSIC,Physics,0.4,1.0
Twentieth-Century Music,TWENT-CENTURY MUSIC,MUSIC,Physics,0.6,1.0
HARVARD JOURNAL OF ASIATIC STUDIES,HARVARD J ASIAT STUD,HISTORY,Environmental Science,0.6,0.5
Journal for the Study of the New Testament,J STUD NEW TESTAMENT,RELIGION,Environmental Science,0.7,0.5
Digital Humanities Quarterly,DIGIT HUMANITIES Q,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
Lege Artis-Language Yesterday Today Tomorrow,LEGE ARTIS-LANG YEST,LANGUAGE & LINGUISTICS,Computer Science,0.6,0.8
MUSIC ANALYSIS,MUSIC ANAL,MUSIC,Physics,0.4,1.0
Canadian Journal of Law and Society,CAN J LAW SOC,LAW,Mathematics,0.7,0.7
HARVARD THEOLOGICAL REVIEW,HARVARD THEOL REV,RELIGION,Environmental Science,0.5,0.5
Mediterranean Historical Review,MEDITERR HIST REV,HISTORY,Environmental Science,0.5,0.5
South Asian Studies,S ASIAN STUD-UK,ASIAN STUDIES,Environmental Science,1.2,0.5
Journal of Late Antiquity,J LATE ANTIQUITY,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
China Report,CHINA REP,AREA STUDIES,Environmental Science,0.9,0.5
Ergo-An Open Access Journal of Philosophy,ERGO-ANN ARBOR,PHILOSOPHY,Mathematics,0.8,0.7
India Review,INDIA REV,AREA STUDIES,Environmental Science,0.7,0.5
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,INT LABOR WORK-CLASS,INDUSTRIAL RELATIONS & LABOR,Mathematics,0.8,0.7
PHILOSOPHIA,PHILOSOPHIA,PHILOSOPHY,Mathematics,0.5,0.7
Discussiones Mathematicae Graph Theory,DISCUSS MATH GRAPH T,MATHEMATICS,Mathematics,0.6,0.7
JOURNAL OF URBAN HISTORY,J URBAN HIST,URBAN STUDIES,Environmental Science,0.5,0.5
European Journal of Legal Studies,EUR J LEG STUD,LAW,Mathematics,0.6,0.7
Book History,BOOK HIST,HISTORY,Environmental Science,0.4,0.5
Music Sound and the Moving Image,MUSIC SOUND MOV IMAG,"FILM, RADIO, TELEVISION",Computer Science,0.7,0.8
Transnational Screens,TRANSNATL SCRE,"FILM, RADIO, TELEVISION",Computer Science,0.6,0.8
ISLAM-ZEITSCHRIFT FUR GESCHICHTE UND KULTUR DES ISLAMISCHEN ORIENTS,ISLAM,RELIGION,Environmental Science,0.5,0.5
Law & Practice of International Courts and Tribunals,LAW PRACT INT COURTS,LAW,Mathematics,0.6,0.7
Levant,LEVANT,ARCHAEOLOGY,Geology,1.2,0.8
AMERICAN JOURNAL OF SEMIOTICS,AM J SEMIOTICS,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
Anuario de Estudios Americanos,ANU ESTUD AM,HISTORY,Environmental Science,0.4,0.5
STUF-Language Typology and Universals,STUF-LANG TYPOL UNIV,LANGUAGE & LINGUISTICS,Computer Science,0.5,0.8
Home Cultures,HOME CULT,ARCHITECTURE,Engineering,0.7,1.5
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie,Z ASSYRIOL VORDERASI,LANGUAGE & LINGUISTICS,Computer Science,0.4,0.8
ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,ARCH GESCH PHILOS,PHILOSOPHY,Mathematics,0.5,0.7
Journal of Nusantara Studies-JONUS,J NUSANT STUD-JONUS,AREA STUDIES,Environmental Science,0.4,0.5
WILDFOWL,WILDFOWL,ORNITHOLOGY,Biology,1.0,1.0
Asian Journal of Law and Economics,ASIAN J LAW ECON,LAW,Mathematics,0.6,0.7
Ethics and the Environment,ETHICS ENVIRON,PHILOSOPHY,Mathematics,0.8,0.7
JOURNAL OF ANALYTICAL PSYCHOLOGY,J ANAL PSYCHOL,"PSYCHOLOGY, PSYCHOANALYSIS",Medicine,0.5,1.0
JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,J AUST MATH SOC,MATHEMATICS,Mathematics,0.5,0.7
Eurasian Journal of Applied Linguistics,EURASIAN J APPL LING,LINGUISTICS,Computer Science,0.7,0.8
Journal of Topology and Analysis,J TOPOL ANAL,MATHEMATICS,Mathematics,0.6,0.7
JOURNAL OF SYMBOLIC LOGIC,J SYMBOLIC LOGIC,MATHEMATICS,Mathematics,0.6,0.7
AMERICAN JOURNAL OF LAW & MEDICINE,AM J LAW MED,LAW,Mathematics,0.8,0.7
European Journal of Crime Criminal Law and Criminal Justice,EUR J CRIME CRIM LAW,LAW,Mathematics,0.8,0.7
ISSUES IN LAW & MEDICINE,ISSUES LAW MED,LAW,Mathematics,0.6,0.7
Tizard Learning Disability Review,TIZARD LEARN DISABIL,"EDUCATION, SPECIAL",Medicine,0.8,1.0
ARBOR-CIENCIA PENSAMIENTO Y CULTURA,ARBOR,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.5,0.5
Boletin del Museo Chileno de Arte Precolombino,B MUS CHIL ARTE PREC,ART,Mathematics,0.6,0.7
HISTORY OF EUROPEAN IDEAS,HIST EUR IDEA,PHILOSOPHY,Mathematics,0.6,0.7
Journal of Historical Linguistics,J HIST LINGUIST,LANGUAGE & LINGUISTICS,Computer Science,0.5,0.8
Journal of Philosophical Research,J PHILOS RES,PHILOSOPHY,Mathematics,0.7,0.7
EGE-Revista de Expresion Grafica en la Edificacion,EGE-REV EXPR GRAF ED,ARCHITECTURE,Engineering,,1.5
Anthropological Measurements of Philosophical Research,ANTHROPOL MEAS PHILO,PHILOSOPHY,Mathematics,0.3,0.7
Economy of Region,EKON REG,AREA STUDIES,Environmental Science,0.5,0.5
South Asian Diaspora,SOUTH ASIAN DIASPORA,AREA STUDIES,Environmental Science,0.6,0.5
Languages in Contrast,LANG CONTRAST,LANGUAGE & LINGUISTICS,Computer Science,0.5,0.8
Social Dynamics-A Journal of African Studies,SOC DYNAMICS,AREA STUDIES,Environmental Science,0.9,0.5
TRAMES-Journal of the Humanities and Social Sciences,TRAMES-J HUMANIT SOC,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,0.5,0.7
Asian-European Journal of Mathematics,ASIAN-EUR J MATH,MATHEMATICS,Mathematics,0.5,0.7
INDAGATIONES MATHEMATICAE-NEW SERIES,INDAGAT MATH NEW SER,MATHEMATICS,Mathematics,0.7,0.7
Comparative Southeast European Studies,COMP SE EUR STUD,AREA STUDIES,Environmental Science,0.5,0.5
Complex Manifolds,COMPLEX MANIFOLDS,MATHEMATICS,Mathematics,0.6,0.7
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,CAN MATH BULL,MATHEMATICS,Mathematics,0.6,0.7
Israel Affairs,ISR AFF,AREA STUDIES,Environmental Science,0.6,0.5
Onati Socio-Legal Series,ONATI SOCIO-LEGAL S,LAW,Mathematics,0.5,0.7
European Public Law,EUR PUBLIC LAW,LAW,Mathematics,0.5,0.7
International Journal of Sociology of Education,INT J SOCIOL EDUC,SOCIOLOGY,Mathematics,1.2,0.7
Journal of Ancient Near Eastern History,J ANC NEAR E HIST,HISTORY,Environmental Science,,0.5
Journal of Language Contact,J LANG CONTACT,LANGUAGE & LINGUISTICS,Computer Science,0.6,0.8
Journal of Popular Music Studies,J POP MUSIC STUD,MUSIC,Physics,0.6,1.0
Metal Music Studies,METAL MUSIC STUD,MUSIC,Physics,,1.0
Revista Juridica Portucalense,REV JURID PORTUCALEN,LAW,Mathematics,,0.7
ALGEBRAS AND REPRESENTATION THEORY,ALGEBR REPRESENT TH,MATHEMATICS,Mathematics,0.6,0.7
China-An International Journal,CHINA INT J,AREA STUDIES,Environmental Science,0.8,0.5
GERMAN POLITICS AND SOCIETY,GER POLIT SOC,AREA STUDIES,Environmental Science,0.9,0.5
International Journal of Humanities and Arts Computing-A Journal of Digital Humanities,INT J HUMANIT ARTS C,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.5,0.5
JOURNAL OF ALGEBRA AND ITS APPLICATIONS,J ALGEBRA APPL,"MATHEMATICS, APPLIED",Mathematics,0.6,0.7
JOURNAL OF PIDGIN AND CREOLE LANGUAGES,J PIDGIN CREOLE LANG,LINGUISTICS,Computer Science,0.5,0.8
Washington International Law Journal,WASH INT LAW J,LAW,Mathematics,0.7,0.7
ENDEAVOUR,ENDEAVOUR,MULTIDISCIPLINARY SCIENCES,Mathematics,0.5,0.7
European Journal of Mathematics,EUR J MATH,MATHEMATICS,Mathematics,0.6,0.7
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,INT J ALGEBR COMPUT,MATHEMATICS,Mathematics,0.5,0.7
International Journal of Number Theory,INT J NUMBER THEORY,MATHEMATICS,Mathematics,0.5,0.7
JOURNAL OF POPULAR FILM AND TELEVISION,J POP FILM TV,"FILM, RADIO, TELEVISION",Computer Science,0.5,0.8
Politics and Religion Journal,POLIT RELIG J,RELIGION,Environmental Science,0.4,0.5
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,Z GER LINGUISTIK,LANGUAGE & LINGUISTICS,Computer Science,0.7,0.8
ACTA ARITHMETICA,ACTA ARITH,MATHEMATICS,Mathematics,0.5,0.7
Canadian Journal of Applied Linguistics,CAN J APPL LINGUIST,LANGUAGE & LINGUISTICS,Computer Science,0.6,0.8
DOKLADY MATHEMATICS,DOKL MATH,MATHEMATICS,Mathematics,0.4,0.7
Journal of Language and Literacy Education,J LANG LIT EDUC,LANGUAGE & LINGUISTICS,Computer Science,1.0,0.8
Learning Disabilities-A Multidisciplinary Journal,LEARN DISABIL-MULTI,"EDUCATION, SPECIAL",Medicine,0.8,1.0
Nazariyat-Journal for the History of Islamic Philosophy and Sciences,NAZARIYAT,RELIGION,Environmental Science,0.7,0.5
Open Cultural Studies,OPEN CULT STUD,CULTURAL STUDIES,Environmental Science,0.5,0.5
Psychoanalysis Self and Context,PSYCHOANAL SELF CONT,"PSYCHOLOGY, PSYCHOANALYSIS",Medicine,0.4,1.0
Rad Hrvatske Akademije Znanosti i Umjetnosti-Matematicke Znanosti,RAD HRVAT AKAD ZNAN,MATHEMATICS,Mathematics,0.6,0.7
Tang Studies,TANG STUD,ASIAN STUDIES,Environmental Science,,0.5
Asian Journal of Middle Eastern and Islamic Studies,ASIAN J MIDDLE E ISL,INTERNATIONAL RELATIONS,Mathematics,,0.7
GLASGOW MATHEMATICAL JOURNAL,GLASGOW MATH J,MATHEMATICS,Mathematics,0.5,0.7
JOURNAL OF COMBINATORIAL DESIGNS,J COMB DES,MATHEMATICS,Mathematics,0.6,0.7
MANUSCRIPTA MATHEMATICA,MANUSCRIPTA MATH,MATHEMATICS,Mathematics,0.6,0.7
Annals of K-Theory,ANN K-THEORY,MATHEMATICS,Mathematics,0.5,0.7
Journal of Greek Linguistics,J GREEK LINGUIST,LANGUAGE & LINGUISTICS,Computer Science,0.5,0.8
Journal of Legal Studies Education,J LEG STUD EDUC,LAW,Mathematics,0.6,0.7
LABOUR-LE TRAVAIL,LABOUR-TRAVAIL,INDUSTRIAL RELATIONS & LABOR,Mathematics,0.5,0.7
REVUE BIBLIQUE,REV BIBLIQUE,RELIGION,Environmental Science,0.3,0.5
ARCHIV DER MATHEMATIK,ARCH MATH,MATHEMATICS,Mathematics,0.6,0.7
Nordic Journal of Linguistics,NORD J LINGUIST,LINGUISTICS,Computer Science,0.5,0.8
