,position,title,data_cid,link,publication,snippet,type,inline_links,resource,authors
148,9,Comparative Studies: Leveraging Large Language Model In Theoritical and Practical Assessment Sample Question-Answer Bank on Programming Related Subjects,jLr3PsktprEJ,https://ieeexplore.ieee.org/abstract/document/10602701/,"CWL William, TM Lim - … , Internet of Things and Big Data (ICEIB), 2024 - ieeexplore.ieee.org","… processed by LangChain, a tool that enables context-aware applications. LangChain takes the … • Result Display: The result generated by LangChain is then displayed to the user. This …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:jLr3PsktprEJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
149,10,"Empowering Research: Open-Source LLMs, Semantic Search, and Domain-Specific Knowledge in a Multi-Document Q&A Assistant",SNQlPqG5eWoJ,https://search.proquest.com/openview/6c471d5bffb3d40de07e6a16f35c651c/1?pq-origsite=gscholar&cbl=51908,"MK Ghali, Y Jin - IISE Annual Conference. Proceedings, 2024 - search.proquest.com","… This research paper proposes an innovative approach that combines the strengths of LLMs, LangChain framework, and vector database to create a robust chatbot for research …",,"{'cited_by': {'cites_id': '7672367542385890376', 'total': 1, 'link': 'https://scholar.google.com/scholar?cites=7672367542385890376&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:SNQlPqG5eWoJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': 'MK Ghali', 'id': 'N6q9DvwAAAAJ', 'link': 'https://scholar.google.com/citations?user=N6q9DvwAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Y Jin', 'id': 'Tt9lkEcAAAAJ', 'link': 'https://scholar.google.com/citations?user=Tt9lkEcAAAAJ&hl=en&num=20&oi=sra'}]"
150,11,TauchiGPT_V2: An Offline Agent-Based Opensource AI Tool Designed to Assist in Academic Research,FBemtvs6B7AJ,https://researchportal.tuni.fi/en/publications/tauchigptv2-an-offline-agent-based-opensource-ai-tool-designed-to,"A Farooq, J Kangas, M Ziat… - … Conference on Human …, 2024 - researchportal.tuni.fi","… TAUCHI-GPT_V2, conceptualized as an open-source initiative, is built on top of the LangChain architecture employing LLaMA2-13b as the core LLM, ingesting users’ own data and files …",,"{'versions': {'cluster_id': '12684171728287831828', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=12684171728287831828&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:FBemtvs6B7AJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:FBemtvs6B7AJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'tuni.fi', 'format': 'PDF', 'link': 'https://researchportal.tuni.fi/files/137572175/978-1-958651-96-4_17.pdf'}","[{'name': 'A Farooq', 'id': 'Xs2mFN0AAAAJ', 'link': 'https://scholar.google.com/citations?user=Xs2mFN0AAAAJ&hl=en&num=20&oi=sra'}, {'name': 'J Kangas', 'id': 'HJeFFZgAAAAJ', 'link': 'https://scholar.google.com/citations?user=HJeFFZgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'M Ziat', 'id': 'rJqFXooAAAAJ', 'link': 'https://scholar.google.com/citations?user=rJqFXooAAAAJ&hl=en&num=20&oi=sra'}]"
151,12,A new pipeline for generating instruction dataset via RAG and self fine-tuning,6K9KGzBgkUAJ,https://ieeexplore.ieee.org/abstract/document/10633534/,"CW Sung, YK Lee, YT Tsai - 2024 IEEE 48th Annual Computers …, 2024 - ieeexplore.ieee.org","… the Langchain framework due to its comprehensive and modular nature. Langchain's flexibility … By leveraging Langchain, we can effectively combine the capabilities of large language …",,"{'cited_by': {'cites_id': '4652605649783009256', 'total': 4, 'link': 'https://scholar.google.com/scholar?cites=4652605649783009256&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '4652605649783009256', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=4652605649783009256&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:6K9KGzBgkUAJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2408.05911'}","[{'name': 'CW Sung', 'id': 'nBhNPrgAAAAJ', 'link': 'https://scholar.google.com/citations?user=nBhNPrgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'YK Lee', 'id': 'yWwliLuG8kIC', 'link': 'https://scholar.google.com/citations?user=yWwliLuG8kIC&hl=en&num=20&oi=sra'}]"
152,13,Large Language Model Powered In-House Question Answering Assistant,BuZ2LL-ts08J,https://ieeexplore.ieee.org/abstract/document/10757102/,"G Şahin, K Varol, BK Pak - 2024 Innovations in Intelligent …, 2024 - ieeexplore.ieee.org","… In this study, Chroma, an opensource vector database, also available in the LangChain library, was used. Representation vectors obtained from text content are indexed in Chroma. The …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:BuZ2LL-ts08J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': 'G Şahin', 'id': 'tk8s6xoAAAAJ', 'link': 'https://scholar.google.com/citations?user=tk8s6xoAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'BK Pak', 'id': 'yGqEA5cAAAAJ', 'link': 'https://scholar.google.com/citations?user=yGqEA5cAAAAJ&hl=en&num=20&oi=sra'}]"
153,14,Personal intelligent assistant based on large language model: Personalized knowledge extraction and query answering using local data and large language …,89gY_uQOUl8J,https://www.theseus.fi/bitstream/handle/10024/860743/Qiu_Ke.pdf?sequence=2,K Qiu - 2024 - theseus.fi,"… The system integrates RAG technology and an LLM using LangChain, utilizing local files on the user's personal computer as a knowledge source. First, RAG technology is used to …",PDF,"{'cited_by': {'cites_id': '6868568758371801331', 'total': 2, 'link': 'https://scholar.google.com/scholar?cites=6868568758371801331&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:89gY_uQOUl8J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:89gY_uQOUl8J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'theseus.fi', 'format': 'PDF', 'link': 'https://www.theseus.fi/bitstream/handle/10024/860743/Qiu_Ke.pdf?sequence=2'}",
154,15,Research on the Architecture Design Based on Large Language Model,er2Zm6emAOoJ,https://ieeexplore.ieee.org/abstract/document/10734456/,"X Li, M Li, X Xia, J Song, X Bu - 2024 International Conference …, 2024 - ieeexplore.ieee.org","This paper presents an architecture design tool based on the large language model, it achieves intelligent architecture design by understanding user intentions, and generating and …",,"{'versions': {'cluster_id': '16861660243675430266', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=16861660243675430266&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:er2Zm6emAOoJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
155,16,GPR-108 Revolutionizing Reflective Learning in Higher Education: An LLM-Based Analytical Approach,WpSXsjLWHa4J,https://digitalcommons.kennesaw.edu/cday/Spring_2024/PhD_Research/2/,"BY Yadla, MT Kunuku - 2024 - digitalcommons.kennesaw.edu",… Our methodology utilizes OpenAI's API in conjunction with the LangChain framework to transform how we analyze student reflections in higher education. This integration enables us to …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:WpSXsjLWHa4J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:WpSXsjLWHa4J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'kennesaw.edu', 'format': 'PDF', 'link': 'https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1384&context=cday'}","[{'name': 'MT Kunuku', 'id': 'aqLyra8AAAAJ', 'link': 'https://scholar.google.com/citations?user=aqLyra8AAAAJ&hl=en&num=20&oi=sra'}]"
156,17,Comparative study of domain driven terms extraction using large language models,OqaHyUFFE8sJ,https://arxiv.org/abs/2404.02330,"S Chataut, T Do, BDS Gurung, S Aryal… - arXiv preprint arXiv …, 2024 - arxiv.org","… by LangChain, a flexible framework for creating applications powered by language models. An open-source framework called LangChain … LangChain is an excellent tool for integrating …",,"{'cited_by': {'cites_id': '14633115763113174586', 'total': 7, 'link': 'https://scholar.google.com/scholar?cites=14633115763113174586&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '14633115763113174586', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=14633115763113174586&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:OqaHyUFFE8sJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:OqaHyUFFE8sJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2404.02330'}","[{'name': 'S Chataut', 'id': 'Wm168Y4AAAAJ', 'link': 'https://scholar.google.com/citations?user=Wm168Y4AAAAJ&hl=en&num=20&oi=sra'}, {'name': 'T Do', 'id': 'M-aIypkAAAAJ', 'link': 'https://scholar.google.com/citations?user=M-aIypkAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'BDS Gurung', 'id': 'VGpLijgAAAAJ', 'link': 'https://scholar.google.com/citations?user=VGpLijgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'S Aryal', 'id': '2aHEwBcAAAAJ', 'link': 'https://scholar.google.com/citations?user=2aHEwBcAAAAJ&hl=en&num=20&oi=sra'}]"
157,18,Development of Interactive Assistance for Academic Preparation Using Large Models Language,AuTztexO_AwJ,https://ieeexplore.ieee.org/abstract/document/10928137/,"P Kumar, M Haresh… - 2025 International …, 2025 - ieeexplore.ieee.org",… language models using Ollama and LangChain to build a … Langchain is Llamaindex which also serves a similar purpose. But for this demonstration we will be utilizing the LangChain …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:AuTztexO_AwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
158,19,Automated Evaluation of Student Answer Scripts Using Large Language Models,Y2tfV9RVY8cJ,https://link.springer.com/chapter/10.1007/978-3-031-84394-5_14,"S Shirol - International Conference on Artificial Intelligence and …, 2023 - Springer",… LangChain [3] framework is used to evaluate these digital answers by comparing them with predefined evaluation criteria. LangChain is … its designed using LangChain framework. This …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:Y2tfV9RVY8cJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
159,20,Application of Machine Learning and Large Language Model Module for Analyzing Gut Microbiota Data,MY4pDI0Mx14J,https://link.springer.com/chapter/10.1007/978-981-97-5689-6_4,"J Cao, X Xu, X Zhang - International Conference on Intelligent Computing, 2024 - Springer","… Additionally, we have developed a large language model application based on the LangChain framework by invoking the API of OpenAI large model and creating agents, enabling …",,"{'versions': {'cluster_id': '6829441159864618545', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=6829441159864618545&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:MY4pDI0Mx14J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
160,1,A Study on Word Embeddings in Local LLM-based Chatbot Applications,rdMpOo1Su_oJ,https://ieeexplore.ieee.org/abstract/document/10824498/,"S Hariprasath, A Paramarthalingam… - … on Innovation and …, 2024 - ieeexplore.ieee.org","… The framework we utilize, LangChain, simplifies the development of applications powered by LLMs by providing open-source building blocks and components. In our work, we have …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:rdMpOo1Su_oJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15'}","{'name': 'researchgate.net', 'format': 'PDF', 'link': 'https://www.researchgate.net/profile/Arjun-Paramarthalingam/publication/387993586_A_Study_on_Word_Embeddings_in_Local_LLM-based_Chatbot_Applications/links/67b31442645ef274a483a9ca/A-Study-on-Word-Embeddings-in-Local-LLM-based-Chatbot-Applications.pdf'}","[{'name': 'A Paramarthalingam', 'id': 'wI-vI5MAAAAJ', 'link': 'https://scholar.google.com/citations?user=wI-vI5MAAAAJ&hl=en&num=20&oi=sra'}]"
161,2,Using the GPT models for responses based on custom content to develop neural consultant for university applicants,ORu3_98dez4J,https://eu-conf.com/wp-content/uploads/2023/09/TRENDS-IN-SCIENCE-REGARDING-THE-CREATION-OF-NEW-TEACHING-METHODS.pdf#page=173,"Y Olena, N Ľubomír, A Kirichenko - … 16-18, 2023, Madrid, Spain. 199 p …, 2023 - eu-conf.com","… In this paper, using the LangChain open-source framework is proposed to find relevant fragments, which implements many tasks to simplify the development of applications using LLM …",PDF,"{'cited_by': {'cites_id': '4502225100392045369', 'total': 8, 'link': 'https://scholar.google.com/scholar?cites=4502225100392045369&as_sdt=800005&sciodt=0,15&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:ORu3_98dez4J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:ORu3_98dez4J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,15'}","{'name': 'eu-conf.com', 'format': 'PDF', 'link': 'https://eu-conf.com/wp-content/uploads/2023/09/TRENDS-IN-SCIENCE-REGARDING-THE-CREATION-OF-NEW-TEACHING-METHODS.pdf#page=173'}","[{'name': 'Y Olena', 'id': 'lfQmYucAAAAJ', 'link': 'https://scholar.google.com/citations?user=lfQmYucAAAAJ&hl=en&num=20&oi=sra'}]"
162,3,Robotic Action Planning Using Large Language Models,GnMeDZVVVZMJ,https://ieeexplore.ieee.org/abstract/document/10786412/,"CB Da Silva, JLB Ramírez, N Mastelari… - 2024 Latin American …, 2024 - ieeexplore.ieee.org","… language model, we used the LangChain framework3. LangChain was chosen for its capabilities in … LangChain’s integration of the ReAct framework allows the robot to reason and act …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:GnMeDZVVVZMJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15'}",,"[{'name': 'CB Da Silva', 'id': 'Tz4vK5gAAAAJ', 'link': 'https://scholar.google.com/citations?user=Tz4vK5gAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'N Mastelari', 'id': 'vekrv5wAAAAJ', 'link': 'https://scholar.google.com/citations?user=vekrv5wAAAAJ&hl=en&num=20&oi=sra'}]"
163,4,Applying Retrieval-Augmented Generation to QA and testing teaching,QMG-DyTm2_wJ,https://www.theseus.fi/handle/10024/881335,M Salo - 2025 - theseus.fi,"… , did not perform as well as Langchain RAG. Mistral-PG may not … relevancy check mechanism of Langchain RAG as it stated … Both outputs from Langchain RAG and Mistral-PG included …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:QMG-DyTm2_wJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:QMG-DyTm2_wJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,15'}","{'name': 'theseus.fi', 'format': 'PDF', 'link': 'https://www.theseus.fi/bitstream/handle/10024/881335/Salo_Maarit.pdf?sequence=2'}",
164,5,Unlocking personalized anime recommendations: Langchain and llm at the forefront,ZyV7kC_6ww0J,https://www.suaspress.org/ojs/index.php/JIEAS/article/view/v2n2a08,"Y Zhang, K Gui, M Zhu, Y Hao, H Sun - Journal of Industrial …, 2024 - suaspress.org",This paper introduces an innovative recommendation system that leverages Langchain and Large Language Models (LLMs) to provide tailored anime suggestions. By employing a …,,"{'cited_by': {'cites_id': '991911425146037607', 'total': 12, 'link': 'https://scholar.google.com/scholar?cites=991911425146037607&as_sdt=800005&sciodt=0,15&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:ZyV7kC_6ww0J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:ZyV7kC_6ww0J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,15'}",,"[{'name': 'H Sun', 'id': 'diQDDdoAAAAJ', 'link': 'https://scholar.google.com/citations?user=diQDDdoAAAAJ&hl=en&num=20&oi=sra'}]"
165,6,Design of a large language model for improving customer service in telecom operators,NFKP8bUAGt4J,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/ell2.13218,"M Xiaoliang, Z RuQiang, L Ying, D Congjian… - Electronics …, 2024 - Wiley Online Library","… the LangChain technology framework, aimed at revolutionizing customer service in the telecom sector. The LangChain … Empirical findings indicate that the ChatGLM2‐6B+LangChain …",,"{'cited_by': {'cites_id': '16004105007256261172', 'total': 12, 'link': 'https://scholar.google.com/scholar?cites=16004105007256261172&as_sdt=800005&sciodt=0,15&hl=en&num=20'}, 'versions': {'cluster_id': '16004105007256261172', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=16004105007256261172&hl=en&num=20&as_sdt=0,15'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:NFKP8bUAGt4J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,15'}","{'name': 'wiley.com', 'format': 'PDF', 'link': 'https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/ell2.13218'}",
