"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour ctxt all ""hydrogen"" AND ctxt all ""battery"" AND ctxt all ""electric vehicle"" AND ctxt all ""charging""";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"158";"VEHICLE AND METHOD OF RECHARGING BATTERY THEREIN";"PARK HYUN SOO [KR]";"HYUNDAI MOTOR CO LTD [KR]";"KR101910918B1 
KR20170068004A";"2015-12-09";"B60L11/18 
H01M10/42";"B60L3/0046 (EP,US) 
B60L53/00 (CN) 
B60L53/14 (EP,US) 
B60L53/60 (US) 
B60L53/66 (EP,US) 
B60L58/10 (CN) 
B60L58/14 (EP,US) 
H02J7/00306 (EP,CN,US) 
H02J7/0031 (CN) 
H02J7/0036 (EP,US) 
B60L2240/549 (EP,US) 
H02J2310/48 (EP,CN,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US) 
Y02T90/12 (EP,US) 
Y02T90/14 (EP,US) 
Y02T90/16 (EP,US)";"2017-06-19 
2018-10-23";"2017-06-14";"058773668";
"159";"Wind power generation device for energy supply of hybrid electric vehicle";"ZHANG ZHENGPU";"XI AN BOYU GREEN ENERGY CO LTD";"CN204357638U";"2014-11-14";"B60K6/26 
F03D9/02";"Y02E10/72 (EP) 
Y02E60/36 (EP)";"2015-05-27";"2015-05-27";"053259112";
"160";"Space-time combined operation optimization method for wind-light-hydrogen storage and charging comprehensive energy";"ZHAO HAORAN 
LI HAORAN 
QIAN XIAOYI 
WANG RUIQI 
LIU SHUAI 
MA DAZHONG";"UNIV SHANDONG";"CN117556549A 
CN117556549B";"2024-01-08";"B60L53/63 
B60L53/68 
G06F30/15 
G06F30/27 
G06N3/044 
G06N3/0464 
G06N3/084 
G06F119/06";"B60L53/63 (CN) 
B60L53/68 (CN) 
G06F30/15 (CN) 
G06F30/27 (CN) 
G06N3/044 (CN) 
G06N3/0464 (CN) 
G06N3/084 (CN) 
G06F2119/06 (CN)";"2024-02-13 
2024-04-19";"2024-02-13";"089813107";
"161";"FIRE EXTINGUISHING DEVICE FOR ELECTRIC VEHICLE BATTERIES";"KANG HIE CHAN [KR]";"NAT UNIV KUNSAN IACF [KR]";"US2024157182A1";"2022-11-14";"A62C3/07";"A62C3/07 (EP,US) 
A62C3/16 (EP) 
A62C35/62 (EP)";"2024-05-16";"2023-04-03";"085936554";
"162";"Vehicle hybrid storage battery charging voltage stabilizing system and vehicle";"YANG JINLIANG 
WANG PINGLAI 
GUO XIAOMENG";"SINO TRUK JINAN POWER CO LTD";"CN212063598U";"2020-05-15";"B60R16/033 
H02H11/00 
H02J7/00 
H02J7/34";"";"2020-12-01";"2020-12-01";"073520180";
"163";"Off-grid hydrogen fuel cell automobile charging system";"GUO LEI 
LI XIAONAN 
LU YING 
LI SUXUAN";"HYDROGEN POWER ENERGY TECH SHANGHAI CO LTD";"CN220391063U";"2023-07-24";"B60L53/50 
B60L53/54 
B60L53/57";"";"2024-01-26";"2024-01-26";"089603412";
"164";"Automatic charging device of new energy electric automobile";"HE GUOTIAN 
WANG ZHONGXUN 
ZHU XIAOQIANG 
ZHAO JIAN 
LIU YONGFU 
CHEN XI 
ZUO JIAQI";"CHONGQING INST GREEN & INTELLIGENT TECHNOLOGY";"CN202712955U";"2012-08-28";"H02J7/14";"Y02T10/70 (EP)";"2013-01-30";"2013-01-30";"047593220";
"165";"Hydrogen-electric hybrid vehicle construction";"KEJHA JOSEPH B [US]";"ELECTRION INC [US]";"US7036616B1";"1995-01-17";"B60K6/52 
B60K7/00";"B60K6/442 (EP,US) 
B60K6/52 (EP,US) 
B60K7/0007 (EP,US) 
B60L50/16 (EP,US) 
B60L50/61 (EP,US) 
B60L50/62 (EP,US) 
B60L50/66 (EP,US) 
B62D23/005 (EP,US) 
B62D29/008 (EP,US) 
B62D31/003 (EP,US) 
B60K1/02 (EP,US) 
B60K17/043 (EP,US) 
B60K2007/0046 (EP,US) 
B60K2007/0092 (EP,US) 
B60L2220/46 (EP,US) 
B60L2260/28 (EP,US) 
Y02T10/62 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US) 
Y10S903/908 (EP,US)";"2006-05-02";"2006-05-02";"034988438";
"166";"Water-hydrogen electric vehicle";"XIANG HUA 
LIANG WANGUANG 
MA YONGFENG";"GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD";"CN108258273A";"2016-12-28";"B60L11/18 
H01M8/0612 
H01M8/22";"B60L50/72 (CN) 
B60L58/33 (CN) 
B60L58/34 (CN) 
H01M8/0618 (CN) 
H01M8/22 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/16 (EP) 
Y02T90/167 (EP) 
Y02T90/40 (EP) 
Y04S30/12 (EP)";"2018-07-06";"2018-07-06";"062720497";
"167";"Vehicle and hydrogen-electricity hybrid power supply system thereof";"ZHOU KAN 
YANG HUAPING";"GEELY HOLDING GROUP CO LTD 
ZHEJIANG YIZHEN AUTOMOBILE RES DEVELOPMENT CO LTD";"CN221233499U";"2024-01-05";"B60L1/00 
B60L50/75 
B60L58/34 
B60L58/40 
H01M8/24 
H01M8/2465 
H02J7/00 
H02M1/00";"";"2024-06-28";"2024-06-28";"091613989";
"168";"SYSTÈME DE CHARGE MOBILE POUR VÉHICULES ÉLECTRIQUES";"CONNOR ERIC [US] 
SEMRAU GREG [US]";"MOOG INC [US]";"WO2023158611A2 
WO2023158611A3";"2022-02-17";"B60L53/53 
B60L53/54 
B60L53/57";"B60L53/53 (EP) 
B60L53/54 (EP) 
B60L53/57 (EP)";"2023-08-24 
2023-10-12";"2023-08-24";"086054241";
"169";"Electricity-hydrogen production and charging integrated station and electricity-hydrogen-road-vehicle collaborative planning method";"FU CHEN 
LAN LI 
CHEN PENG 
CHEN SU 
WANG SU 
GUO MINGXING 
QIAN YANYUAN 
YU LIFANG 
FU BAOJUN 
LIU HAOMING";"STATE GRID SHANGHAI MUNICIPAL ELECTRIC POWER CO 
UNIV HOHAI";"CN119130180A";"2024-08-26";"G06Q10/04 
G06Q10/0637 
G06Q10/067 
G06Q50/06";"G06Q10/04 (CN) 
G06Q10/0637 (CN) 
G06Q10/067 (CN) 
G06Q50/06 (CN)";"2024-12-13";"2024-12-13";"093764878";
"170";"CHARGE CONTROL DEVICE AND CHARGING SYSTEM";"GOTO IKURO";"SUBARU CORP";"JP2018143032A";"2017-02-27";"B60K8/00 
B60L11/18 
H02J7/00";"Y02T10/70 (EP)";"2018-09-13";"2018-09-13";"063526941";
"171";"Automatic energy storage charging system based on common power supply of commercial power and hydrogen fuel cell";"YU QINLU 
DENG WENCONG 
LIANG TUSHENG 
HUANG ZHAOQIU";"ZHUHAI YINLONG ELECTRICAL APPLIANCE CO LTD 
YINLONG ENERGY CO LTD";"CN211018374U";"2019-09-09";"B60L53/53 
B60L53/54 
H02J7/00 
H02J7/02 
H02J7/34 
H02J9/04 
H02J9/06";"Y02B70/30 (EP) 
Y02B90/10 (EP) 
Y02P80/10 (EP) 
Y02P90/40 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y04S20/20 (EP)";"2020-07-14";"2020-07-14";"071478420";
"172";"Wind power generation device for supplying energy to hybrid electric vehicle";"ZHANG ZHENGPU";"XI'AN BOYU GREEN ENERGY CO LTD";"CN105649881A";"2014-11-14";"B60K6/26";"";"2016-06-08";"2016-06-08";"056479056";
"173";"Power battery thermal management method, vehicle control unit, hydrogen energy vehicle and storage medium";"SHAO YI 
HAO YIGUO";"HUANGGANG GROVE HYDROGEN AUTOMOTIVE CO LTD";"CN113386631A";"2021-06-18";"B60L58/40 
B60R16/023 
H01M8/04029 
H01M8/04701 
H01M8/04992";"B60L58/40 (CN) 
B60R16/0232 (CN) 
H01M8/04029 (CN) 
H01M8/04723 (CN) 
H01M8/04992 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP)";"2021-09-14";"2021-09-14";"077622947";
"174";"ECMS hydrogen fuel electric vehicle energy management method based on sparrow search algorithm";"ZHAO YOUQUN 
YU SONG 
PAN CHENBING 
HE KUNPENG 
WANG XUANYING 
GUO SHUO";"UNIV NANJING AERONAUTICS & ASTRONAUTICS";"CN116834611A";"2023-06-30";"B60L50/40 
B60L50/75 
B60L58/40 
G06N3/006";"B60L50/40 (CN) 
B60L50/75 (CN) 
B60L58/40 (CN) 
G06N3/006 (CN)";"2023-10-03";"2023-10-03";"088173799";
"175";"FUEL CELL ELECTRIC VEHICLE HAVING RANGE EXTENSION ARCHITECTURE";"KHOT PRASHANT [IN] 
BAPAT SUSHANT [IN]";"FCA US LLC [US]";"US2025070199A1";"2023-08-25";"B60L50/75 
B60L58/32 
H01M8/04007 
H01M8/04082";"B60L50/75 (EP,US) 
B60L58/32 (EP,US) 
H01M8/04067 (EP,US) 
H01M8/04201 (EP) 
H01M8/04208 (EP,US) 
H01M8/04373 (EP) 
B60L53/16 (EP,US) 
H01M2250/20 (EP,US) 
Y02E60/50 (EP) 
Y02T90/40 (EP)";"2025-02-27";"2025-02-27";"094688999";
"176";"Electric car";"WEI WU [CN]";"WEI WU [CN]";"CN101161516A";"2007-03-30";"B60S5/02";"";"2008-04-16";"2008-04-16";"039296518";
"177";"Hydrogen fuel cell all-terrain vehicle";"WANG TENG 
YANG CHENGZHI 
ZHANG BIN 
LI XIN 
ZHANG SENHAO";"CHONGQING LONGXIN NEW ENERGY TECH CO LTD";"CN119142449A";"2024-10-22";"B60L50/75 
B62J27/30 
B62J35/00 
B62J41/00 
B62J43/13 
B62J43/16 
B62J43/28 
B62J50/30 
B62J7/04 
B62K19/30 
B62K5/01 
B62M6/45 
B62M6/80 
B62M6/90";"B60L50/75 (CN) 
B62J27/30 (CN) 
B62J35/00 (CN) 
B62J41/00 (CN) 
B62J43/13 (CN) 
B62J43/16 (CN) 
B62J43/28 (CN) 
B62J50/30 (CN) 
B62J7/04 (CN) 
B62K19/30 (CN) 
B62K5/01 (CN) 
B62M6/45 (CN) 
B62M6/80 (CN) 
B62M6/90 (CN) 
B60L2200/46 (CN) 
B62K2204/00 (CN)";"2024-12-17";"2024-12-17";"093807585";
"178";"Auxiliary simulation device for electric vehicle power battery voltage balance teaching";"CHEN SHANQIU 
FAN JIANWEN 
FANG RUILIAN 
JIANG ZONGJUN 
FENG CIHANG 
CHEN CHUNLIN 
ZHAO HAIJING 
XIE YIJIE";"LUSHAN COLLEGE GUANGXI UNIV SCIENCE & TECHNOLOGY";"CN108986610A";"2018-08-16";"G09B23/18";"G09B23/188 (CN)";"2018-12-11";"2018-12-11";"064553642";
"179";"Nickel-hydrogen battery management system for electric vehicle";"JIANGUO RAN [CN]";"INTELLIGENT POWER SYSTEM CO LT [CN]";"CN100568610C 
CN101114724A";"2007-08-17";"B60L11/18 
G01R31/36 
G06Q90/00 
H01M10/42 
H02J7/00";"Y02E60/10 (EP) 
Y02T90/16 (EP)";"2008-01-30 
2009-12-09";"2008-01-30";"039022912";
"180";"On -vehicle battery device of electric motor car";"ZHOU YONGJUN";"DONGGUAN LHT POWER TECH CO LTD";"CN205264773U";"2015-12-21";"B62M6/90 
H01M50/204 
H01M50/249 
H01M50/258";"Y02E60/10 (EP)";"2016-05-25";"2016-05-25";"056006282";
"181";"Système de batterie de véhicule";"FUNAKOSHI HIROSHI [JP]";"MITSUBISHI MOTORS CORP [JP]";"EP2907702A1 
EP2907702B1";"2014-02-12";"B60R16/033";"B60R16/033 (EP)";"2015-08-19 
2018-08-08";"2015-08-12";"052577623";
"182";"Hybrid electric vehicle having alternate power sources";"MEANEY DANIEL J [US] 
MEANEY JR DANIEL J [US]";"";"US2003188900A1 
US6945345B2";"1999-05-05";"B60K1/00 
B60K6/00 
B60K6/22 
B60K6/24 
B60K6/32 
B60K1/04 
F02M21/06 
H01M16/00";"B60K6/22 (EP,US) 
B60K6/24 (EP,US) 
B60K6/32 (EP,US) 
F02D19/0644 (EP,US) 
F02D19/0671 (EP,US) 
H01M16/006 (EP,US) 
B60K1/04 (EP,US) 
F02M21/06 (EP,US) 
Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/30 (EP,US) 
Y02T10/62 (EP,US) 
Y02T90/40 (EP,US) 
Y10S903/904 (EP,US) 
Y10S903/905 (EP,US) 
Y10S903/908 (EP,US)";"2003-10-09 
2005-09-20";"2003-03-25";"023182900";
"183";"Mobile charging system for electric vehicle";"XIANG HUA";"SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD";"CN106026329A";"2016-06-17";"H02J50/10 
H02J7/32";"H02J7/32 (CN)";"2016-10-12";"2016-10-12";"057087923";
"184";"DISPOSITIF MOBILE DE CHARGEMENT DE MOYENS DE TRANSPORT ÉLECTRIQUES";"LASHIN DMITRII ALEKSANDROVICH [RU]";"LASHIN DMITRII ALEKSANDROVICH [RU]";"WO2023128778A1";"2021-12-27";"B60L53/53 
B60L53/57 
H02J7/00";"B60L53/53 (EP) 
B60L53/57 (EP) 
H02J7/00 (EP) 
Y02T10/70 (EP)";"2023-07-06";"2023-07-06";"086999836";
"185";"Hydrogen fuel and lithium ion battery combined electric vehicle power system";"LU GUIBING 
ZHAO YUMIN 
WANG FUJUN 
ZHANG JIAMOU 
CHEN XUQIANG";"HANTENG AUTOMOBILE CO LTD";"CN209336506U";"2018-12-29";"B60L15/20 
B60L50/60 
B60L50/75 
B60L58/10 
B60L58/30";"Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2019-09-03";"2019-09-03";"067760148";
"186";"GENERATION CONTROLLER FOR HYBRID ELECTRIC VEHICLE";"MATSUSHITA KENJI 
FUJITSUKA MASASHI";"MITSUBISHI ELECTRIC CORP";"JP2002058111A";"2000-08-10";"B60K6/02 
B60L11/12 
H01M10/42 
H01M10/44 
H01M10/48 
H02J7/00 
B60K6/20 
B60K6/32 
B60K6/46 
B60L50/15 
B60W10/06 
B60W10/08 
B60W10/26 
B60W20/00 
H01M10/42 
H01M10/44 
H01M10/48 
H02J7/00";"Y02E60/10 (EP) 
Y02T10/62 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/40 (EP)";"2002-02-22";"2002-02-22";"018733898";
"187";"Hybrid power system of vehicle-mounted aluminum-water hydrogen production fuel cell electric vehicle";"WU QIAN 
YE LIANZHONG 
WU QIANG 
WU WANYI";"GUANGDONG HONGYUAN HYDROGEN ENERGY POWER EQUIPMENT MFG CO LTD";"CN110116640A";"2019-05-31";"B60L50/75 
B60L58/40 
H01M8/0656";"B60L50/75 (CN) 
B60L58/40 (CN) 
H01M8/0656 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2019-08-13";"2019-08-13";"067523709";
"188";"Hydrogen-electricity coordination control method based on electric chassis of hydrogen energy mobile power generation vehicle";"GAO BO 
YU LIANSONG 
XU YONGMING 
ZHANG CHONGBIAO 
DAI YINGHONG 
ZHAO YANMIN 
SONG TIANBIN 
CHEN JINWEI 
XU HAIGANG 
LU WEI 
QIAN WEIJIE 
QIAN CHENWEN 
GE XIAOHU";"STATE GRID ZHEJIANG ELECTRIC POWER CO LTD JIASHAN POWER SUPPLY COMPANY 
WUHAN NARI LTD LIABILITY CO OF STATE GRID ELECTRIC POWER RES INST";"CN117400846A";"2023-02-07";"B60L50/75 
B60L58/40 
B60P3/00 
B60R16/023";"B60L50/75 (CN) 
B60L58/40 (CN) 
B60P3/00 (CN) 
B60R16/0231 (CN)";"2024-01-16";"2024-01-16";"089491425";
"189";"- Energy Self-Contained Unmanned Aerial Vehicle using Electrolysis and Hydrogen Fuel Cell";"KWON SOON PYO";"KWATERCRAFT [KR]";"KR102245475B1";"2019-10-29";"B63H21/17 
B64C39/02 
B64D27/24 
C25B1/04 
H01M16/00 
H01M8/04082 
H01M8/04089 
H01M8/04746 
H01M8/04828 
H01M8/0656 
H01M8/0662";"B63H21/17 (KR) 
B64C39/024 (KR) 
B64D27/24 (KR) 
B64U50/19 (KR) 
C25B1/04 (KR) 
H01M16/003 (KR) 
H01M8/04089 (KR) 
H01M8/04201 (KR) 
H01M8/04753 (KR) 
H01M8/04947 (KR) 
H01M8/0656 (KR) 
H01M8/0662 (KR) 
H02S40/22 (KR) 
B63B2035/006 (KR) 
B63H2021/003 (KR) 
B64D2041/005 (KR) 
H01M2250/20 (KR) 
Y02B90/10 (EP) 
Y02E10/52 (EP) 
Y02E60/36 (EP) 
Y02E60/50 (EP) 
Y02P20/133 (EP) 
Y02T50/60 (EP,KR) 
Y02T70/50 (EP) 
Y02T90/40 (EP)";"2021-04-30";"2021-04-30";"075740410";
"190";"Electric vehicle battery fire monitoring and early warning method based on dynamic data";"HUANG GUOZHONG 
WANG YU 
OU SHENGNAN 
ZHANG DINGLI 
GUO ZHAOMIN";"UNIV BEIJING SCIENCE & TECH";"CN112986836A 
CN112986836B";"2021-05-13";"G01R31/00 
G01R31/36 
G01R31/382 
G01R31/3842 
G01R31/385";"G01R31/006 (CN) 
G01R31/3646 (CN) 
G01R31/382 (CN) 
G01R31/3842 (CN) 
G01R31/385 (CN)";"2021-06-18 
2021-08-13";"2021-06-18";"076337662";
"191";"Energy management method and device of hydrogen fuel electric vehicle and storage medium";"ZHANG QINGZHENG 
DONG WENWEN 
ZHANG NING 
YANG XINGUANG 
LIU YANG 
ZENG XUNNAN 
LI ZHONGYU";"XCMG CONSTR MACHINERY CO LTD SCIENCE & TECHNOLOGY BRANCH";"CN117341543A";"2023-09-13";"B60L50/75 
B60L58/12 
B60L58/13 
B60L58/40";"B60L50/75 (CN) 
B60L58/12 (CN) 
B60L58/13 (CN) 
B60L58/40 (CN) 
B60L2200/40 (CN)";"2024-01-05";"2024-01-05";"089354817";
"192";"Electric automobile charging station and method based on renewable energy source";"ZHANG ZHIGANG 
FAN QINGKE";"ZHEJIANG AGRICULTURAL BUSINESS COLLEGE";"CN106926724A";"2017-03-20";"B60L11/18 
H02J7/00";"B60L53/00 (CN) 
B60L53/12 (CN) 
B60L53/14 (CN) 
B60L53/51 (CN) 
B60L53/52 (CN) 
B60L53/54 (CN) 
B60L53/60 (CN) 
H02J7/0027 (CN) 
Y02E60/36 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP) 
Y02T90/167 (EP) 
Y04S30/12 (EP)";"2017-07-07";"2017-07-07";"059433426";
"193";"Hydrogen energy wall-mounted hydrogen charging device for underground parking lot and magnetic attraction type hydrogen charging method of hydrogen energy wall-mounted hydrogen charging device";"DENG WEITING 
YUAN JIANGPING 
JIANG AOHUA 
DENG ZHISHENG";"XIAMEN SHENGMATE NEW ENERGY RES INSTITUTE CO LTD";"CN118423605A";"2024-06-28";"F17C11/00 
F17C13/00 
F17C13/02";"F17C11/005 (CN) 
F17C13/002 (CN) 
F17C13/02 (CN) 
F17C13/025 (CN) 
F17C2221/012 (CN) 
F17C2223/0123 (CN) 
F17C2223/035 (CN) 
F17C2250/03 (CN) 
F17C2250/043 (CN) 
F17C2270/0184 (CN)";"2024-08-02";"2024-08-02";"092323539";
"194";"Remove quick storage battery car";"FAN PINLIANG 
FAN DEXIAN 
FAN ZHIQIANG 
ZOU GUOHUI 
HONG CHENDAN";"FAN PINLIANG 
ZOU GUOHUI";"CN205523868U";"2016-01-21";"B60L11/18 
B60P3/00 
H02J7/00";"Y02T10/70 (EP) 
Y02T90/167 (EP) 
Y04S30/12 (EP)";"2016-08-31";"2016-08-31";"056766369";
"195";"Hydrogenous and electric hybrid field vehicle";"MINGYU HUANG 
PENGPENG WEN 
DONGYUN SU 
HONGJUN NI 
YIDAN ZHOU 
YU ZHU 
ZHONGSHI JIA 
XIAOBAO FENG";"UNIV NANTONG";"CN102529740A";"2012-01-11";"B60L11/18 
B60L7/10";"Y02T10/70 (EP)";"2012-07-04";"2012-07-04";"046338183";
"196";"New energy skid-mounted hydrogen production vehicle";"FAN PINLIANG";"FAN PINLIANG";"CN211799905U";"2019-12-20";"B01D53/047 
B01D53/26 
B60P3/00 
B60S5/02";"";"2020-10-30";"2020-10-30";"073032634";
"197";"Intelligent power supply device of vehicle hydrogen production machine and hydrogen mixed fuel vehicle";"LI YUEMIN 
GAO JINWEN 
YU SHOUQIAN";"BEIJING RUILAI ELECTRIC CONTROL TECH CO LTD";"CN209719494U";"2019-02-12";"B60R16/03";"";"2019-12-03";"2019-12-03";"068682838";
"198";"Five-wheeled electric vehicle capable of charging when running";"FUKANG XIE [CN] 
FUKANG XIE";"FUKANG XIE [CN] 
FUKANG XIE";"CN101306650A 
CN101306650B";"2007-05-18";"B60L5/40";"";"2008-11-19 
2010-06-09";"2008-11-19";"040123398";
"199";"Electric car with solar charging function";"ZHANG YIJUN";"ANHUI LUJIYA VEHICLE INDUSTRY SCIENCE & TECHNOLOGY CO LTD";"CN204452069U";"2014-12-23";"B60L8/00 
H02J7/00";"Y02T10/7072 (EP) 
Y02T10/72 (EP)";"2015-07-08";"2015-07-08";"053659000";
"200";"Power system of hydrogen energy fuel cell vehicle and control method of system";"CHAI GUOMIN 
OUYANG RUI 
XIONG GANG 
HE XIAOFEI 
YANG YUFEI";"WUHAN INST OF GEOLOGICAL RESOURCES AND ENV IND TECH CO LTD";"CN106740185A";"2016-12-01";"B60L11/18 
H01M8/04298 
H01M8/04746 
H01M8/06";"B60L58/30 (CN) 
H01M8/04298 (CN) 
H01M8/04746 (CN) 
H01M8/04753 (CN) 
H01M8/0606 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2017-05-31";"2017-05-31";"058915678";
"201";"Hydrogen fuel turbine range extender system of electric vehicle and control method";"LIAN JINYI 
FENG RUI 
LI JIE 
ZHANG XIQING 
ZHI JINNING 
LI ZHANLONG";"UNIV TAIYUAN SCIENCE & TECH";"CN110816307A";"2019-11-20";"B60L50/62 
B60L53/00 
B60L58/12";"B60L50/62 (CN) 
B60L53/00 (CN) 
B60L58/12 (CN) 
Y02T10/62 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP)";"2020-02-21";"2020-02-21";"069557142";
"202";"Charging system for electric automobile";"XIANG HUA";"SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD";"CN106026339A";"2016-06-17";"H02J7/00 
H02J7/35 
H02S10/10 
H02S10/12";"H02J7/0063 (CN) 
H02J7/35 (CN) 
H02S10/10 (CN) 
H02S10/12 (CN) 
H02J2207/40 (CN) 
Y02E10/50 (EP)";"2016-10-12";"2016-10-12";"057087874";
"203";"Solar charging device and electric vehicle charging equipment";"WU DAN 
LI YONGZHEN";"BEIJING BOYANG DINGRONG PV TECH CO LTD";"CN209675993U";"2018-12-21";"H02J7/00 
H02J7/35";"";"2019-11-22";"2019-11-22";"068563072";
"204";"METHOD OF CONTROLLING A BATTERY OF POWER GENERATING ELECTRIC VEHICLE";"KOBAYASHI TETSUYA 
YAMASHITA TAKASHI 
KAWAI TOSHIYUKI";"DENSO CORP 
NIPPON SOKEN";"JP2000312404A 
JP4433535B2";"1999-02-24";"B60K6/02 
B60L11/12 
B60L3/00 
G01R31/36 
H02J7/00 
B60K6/20 
B60K6/28 
B60K6/48 
B60L3/00 
B60L50/15 
B60W10/26 
B60W20/00 
G01R31/374 
G01R31/382 
G01R31/3828 
G01R31/3832 
G01R31/385 
G01R31/387 
H02J7/00";"Y02T10/62 (EP) 
Y02T10/70 (EP)";"2000-11-07 
2010-03-17";"2000-11-07";"026387166";
"205";"Charging system using a hydrogen car";"KIM JIN SEON [KR]";"DAE HAE CO LTD [KR]";"KR20180051012A";"2016-11-08";"B60L11/18";"B60L50/71 (KR) 
B60L53/16 (KR) 
B60L53/18 (KR) 
B60L53/20 (KR) 
B60L53/30 (KR) 
B60L53/665 (KR) 
B60L2210/10 (KR) 
B60Y2200/91 (KR) 
B60Y2200/92 (KR) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/40 (EP)";"2018-05-16";"2018-05-16";"062451788";
"206";"Solar electric car charging pile having light condensation function";"LI FENG";"XI'AN SHANGSHANG ELECTROMECHANICAL CO LTD";"CN105743149A";"2014-12-10";"H02J7/00 
H02S40/22";"Y02B10/10 (EP) 
Y02E10/52 (EP)";"2016-07-06";"2016-07-06";"056239886";
"207";"Hydrogen fuel and lithium ion battery combined type electric vehicle power system and control system thereof";"LU GUIBING 
ZHAO YUMIN 
WANG FUJUN 
ZHANG JIAMOU 
CHEN XUQIANG";"HANTENG AUTOMOBILE CO LTD";"CN109733211A";"2018-12-29";"B60L15/20 
B60L50/60 
B60L50/75 
B60L58/10 
B60L58/30";"Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2019-05-10";"2019-05-10";"066362301";
"208";"High-volume nickel metal hydride assembly battery of electric automobile";"CHEN WENHONG 
CHEN WENMING 
CHEN DUANDIAN 
LI PEIKUN";"QUANZHOU JINTION ELECTRONICS CO LTD";"CN106026324A";"2016-07-20";"B60L11/18 
H01M10/42 
H02J7/04";"B60L58/26 (CN) 
H01M10/425 (CN) 
H02J7/04 (CN) 
Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T10/72 (EP)";"2016-10-12";"2016-10-12";"057116010";
"209";"ELECTRIC VEHICLE";"KONG CHANG SUN [KR] 
YANG JAE CHOON [KR]";"LG CHEMICAL LTD [KR]";"US11325502B2 
US2020231066A1";"2017-09-25";"B60L50/71 
B60L50/75 
B60L58/40 
B60K6/32 
B60K7/00";"B60K1/02 (EP,KR) 
B60K17/34 (EP) 
B60K7/00 (EP) 
B60K7/0007 (KR) 
B60L15/20 (EP,KR) 
B60L50/50 (EP) 
B60L50/71 (US) 
B60L50/75 (US) 
B60L58/30 (KR) 
B60L58/40 (US) 
B60L7/10 (EP,KR) 
B60K7/0007 (US) 
B60L2220/44 (EP) 
B60L2240/547 (KR) 
B60Y2200/91 (KR) 
Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2020-07-23 
2022-05-10";"2019-03-28";"065811380";
"210";"Battery management system, hybrid power system and hybrid electric vehicle";"WU CHAO 
CHUAN LIFENG 
LIU WEILONG 
REN JI";"SHANDONG AEROSPACE WEINENG TECH CO LTD";"CN217124601U";"2022-04-18";"B60L50/75 
B60L58/40";"";"2022-08-05";"2022-08-05";"082649732";
"211";"Electric automobile power supply free of external charging";"ZHANG HONGXIA 
XIN TINGHUI 
HAN FUJIANG 
LIU XIANGXIN";"AEROSPACE NEW LONG MARCH ELECTRIC VEHICLE TECHNOLOGY CO LTD 
BEIJING INST SPACE LAUNCH TECH";"CN104044483A 
CN104044483B";"2014-06-06";"B60L11/18";"Y02T10/70 (EP)";"2014-09-17 
2016-08-17";"2014-09-17";"051498040";
