,No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,Applicant Type,Primary_CPC,Country,Publication Year,Patent Age,Assigned Cost,patent cost,Patent Value,Market Rate,Mean Value
144,147,"AN ADAPTER, SYSTEM AND ARRANGEMENT FOR MONITORING THE BATTERY OF AN ELECTRIC VEHICLE","ADAMS RALF ARNOLDUS ANTONIUS [NL] 
WIJNANS HENDRICUS JOHANNES BERNARDUS [NL] 
HUIJDING ERIC COENRAAD [NL]","['ADAMS RALF ARNOLDUS ANTONIUS [NL] ', 'WIJNANS HENDRICUS JOHANNES BERNARDUS [NL]']",EP4140801A1,1970,"B60L53/16 
B60L53/62","['B60L53/16 (EP) ', 'B60L53/18 (EP) ', 'B60L53/305 (EP) ', 'B60L53/62 (EP) ', 'B60L2250/10 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/16 (EP)']",2023-03-01,2023-03-01,78771101,,2023-03-01,,EP4140801A1,,EP,,2023,2021,NL,Individual Inventor,B60L53/16 (EP),EP,2023.0,55,,,,15654.929577464789,15654.929577464789
145,148,Extended range type electric vehicle power system based on fuel battery and control method for extended range type electric vehicle power system,"CHANGJUN XIE 
SHUHAI QUAN 
DI SHEN 
YING SHI 
LIANG HUANG 
QIHONG CHEN 
XIAOMING SUN 
LIYAN ZHANG 
JIAN DENG 
XIE CHANGJUN 
QUAN SHUHAI 
SHEN DI 
SHI YING 
HUANG LIANG 
CHEN QIHONG 
SUN XIAOMING 
ZHANG LIYAN 
DENG JIAN",['UNIV WUHAN TECH'],"CN102358201A 
CN102358201B",1970,B60L11/18,['Y02T10/70 (EP)'],"2012-02-22 
2013-09-18",2012-02-22,45583599,,2012-02-22,2013-09-18,CN102358201A,CN102358201B,CN,CN,2012,2011,,Technology Company,Y02T10/70 (EP),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
146,149,Topological structure of extended-range hydrogen fuel cell hybrid electric vehicle and energy distribution method,"HYUN DONG-KIL 
HUANG YIN 
HU HAOQIN 
TAN JIAQI 
LU CHENLEI 
LIU SHENGNAN 
KANG ZEHAO 
MAO XUPING",['UNIV WENZHOU'],"CN115610246A 
CN115610246B",1970,"B60L50/40 
B60L50/75 
B60L58/40","['B60L50/40 (CN) ', 'B60L50/75 (CN) ', 'B60L58/40 (CN) ', 'B60L2240/54 (CN) ', 'Y02T10/70 (EP)']","2023-01-17 
2024-10-25",2023-01-17,84862100,,2023-01-17,2024-10-25,CN115610246A,CN115610246B,CN,CN,2023,2022,,University/Research Institution,B60L50/40 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
147,150,Remove quick storage battery car,"FAN PINLIANG 
FAN DEXIAN 
FAN ZHIQIANG 
ZOU GUOHUI 
HONG CHENDAN","['FAN PINLIANG ', 'ZOU GUOHUI']",CN205523868U,1970,"B60L11/18 
B60P3/00 
H02J7/00","['Y02T10/70 (EP) ', 'Y02T90/167 (EP) ', 'Y04S30/12 (EP)']",2016-08-31,2016-08-31,56766369,,2016-08-31,,CN205523868U,,CN,,2016,2016,,Individual Inventor,Y02T10/70 (EP),CN,2016.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
148,151,"Hybrid electric vehicle, discharging control method and control device thereof and storage medium","YIN JIANKUN 
MA YANHONG 
SONG HAOYUAN",['CHINA FAW GROUP CORP'],CN114851878A,1970,"B60L53/20 
B60L58/40","['B60L53/20 (CN) ', 'B60L58/40 (CN) ', 'Y02T90/14 (EP)']",2022-08-05,2022-08-05,82623949,,2022-08-05,,CN114851878A,,CN,,2022,2022,,Company - General,B60L53/20 (CN),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
149,152,Electric automobile water hydrogen charging device,XIANG HUA,['SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD'],CN205429080U,1970,"C01B3/32 
H01M8/0612 
H01M8/22 
H02J7/00",['Y02E60/50 (EP)'],2016-08-03,2016-08-03,56518599,,2016-08-03,,CN205429080U,,CN,,2016,2015,,Company - Limited,Y02E60/50 (EP),CN,2016.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
150,153,Emergency power supply system based on coupling of electric vehicle storage array and hydrogen fuel cell,"WANG KUAN 
LIU ZHENG 
LIU ZHENGYANG 
HAN FENG 
ZHOU DAXING 
CHEN JING 
SHI LEXIAN 
WEN KAI 
KANG WEIDE 
ZHANG YAQI 
LI LUPING","['CHINA RAILWAY CONSTR GROUP CO ', 'CHINA RAILWAY CONSTRUCTION CORP LTD']",CN212649181U,1970,"A62B13/00 
B60P3/00 
F24D15/00 
F24F11/64 
F24F11/72 
F24F11/80 
H02J9/06 
H02J9/08 
F24F110/10 
F24F110/20 
F24F110/65 
F24F110/70 
F24F110/76",,2021-03-02,2021-03-02,74772504,,2021-03-02,,CN212649181U,,CN,,2021,2020,,Company - Limited,,CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
151,154,Vehicle-to-vehicle charging system and method and electric vehicle,"ZHENG SHUAI 
WU WEI 
LIU XILONG 
HE JIN 
ZHANG YAMING",['AIWAYS AUTO CO LTD'],CN112776624A,1970,"B60L50/40 
B60L50/60 
B60L53/14 
B60L58/10","['B60L50/40 (CN) ', 'B60L50/60 (CN) ', 'B60L53/14 (CN) ', 'B60L58/10 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/14 (EP)']",2021-05-11,2021-05-11,75760777,,2021-05-11,,CN112776624A,,CN,,2021,2021,,Company - Limited,B60L50/40 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
152,155,Electric vehicle charge control method and system,DONG WAN,['WUHU MOTIONTEC AUTOMOTIVE CO LTD'],CN102761144A,1970,H02J7/00,,2012-10-31,2012-10-31,47055500,,2012-10-31,,CN102761144A,,CN,,2012,2011,,Company - Limited,,CN,2012.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
153,156,Electric vehicle charging and discharging facility fire alarm system based on monitor,"OU HIROSHI 
ZHAO XIAORONG 
ZHAO XIAOYU 
LI TAISHENG 
LIN JUPENG 
HOU LIQUN 
ZHANG YAQI 
WEN KAI",['CHINA RAILWAY CONSTR GROUP CO'],CN114333209A,1970,"G08B17/06 
G08B17/10 
G08B21/00 
G08B21/16",,2022-04-12,2022-04-12,81046235,,2022-04-12,,CN114333209A,,CN,,2022,2021,,Company - General,,CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
154,157,High-voltage system for fuel cell dual-source electric vehicle,"SONG WEI 
XUE YUNHONG 
NING FANKUN",['SINO TRUK JINAN POWER CO LTD'],CN107444161A,1970,"B60L11/18 
B60L3/04","['B60L3/04 (CN) ', 'B60L58/10 (CN) ', 'B60L58/40 (CN) ', 'B60L2210/10 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/72 (EP)']",2017-12-08,2017-12-08,60491072,,2017-12-08,,CN107444161A,,CN,,2017,2017,,Company - Limited,B60L3/04 (CN),CN,2017.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
155,158,Wireless sensing charging system for composite multifunctional power supply of electric vehicle,"JIANXUN JIN 
JIN JIANXUN",['UNIV ELECTRONIC SCIENCE & TECH'],"CN102025184A 
CN102025184B",1970,"H02J50/12 
H02J7/02",,"2011-04-20 
2013-06-26",2011-04-20,43866174,,2011-04-20,2013-06-26,CN102025184A,CN102025184B,CN,CN,2011,2010,,Technology Company,,CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
156,159,Prevent charging system of electric motor car removal when charging,"LU SHIMIN 
DOU WANKUN 
XU WENQING 
ZHU HONGJUN",['JIANGSU KINGBON VEHICLE CO LTD'],CN208393165U,1970,"B60L3/00 
B60L53/66","['Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP)']",2019-01-18,2019-01-18,65062610,,2019-01-18,,CN208393165U,,CN,,2019,2018,,Company - Limited,Y02T10/70 (EP),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
157,160,GENERATION CONTROLLER FOR HYBRID ELECTRIC VEHICLE,"MATSUSHITA KENJI 
FUJITSUKA MASASHI",['MITSUBISHI ELECTRIC CORP'],JP2002058111A,1970,"B60K6/02 
B60L11/12 
H01M10/42 
H01M10/44 
H01M10/48 
H02J7/00 
B60K6/20 
B60K6/32 
B60K6/46 
B60L50/15 
B60W10/06 
B60W10/08 
B60W10/26 
B60W20/00 
H01M10/42 
H01M10/44 
H01M10/48 
H02J7/00","['Y02E60/10 (EP) ', 'Y02T10/62 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/40 (EP)']",2002-02-22,2002-02-22,18733898,,2002-02-22,,JP2002058111A,,JP,,2002,2000,,Company - General,Y02E60/10 (EP),JP,2002.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
158,161,Energy management method and device for hydrogen fuel cell electric vehicle and storage medium,"ZHOU JIANHAO 
HAI BIN 
SAI YINGHUI 
SONG TINGLUN 
ZHOU ZHIGUANG 
WANG LEI 
FANG SHI",['CHERY AUTOMOBILE CO LTD'],"CN112078565A 
CN112078565B",1970,"B60W10/26 
B60W10/28 
B60W20/10 
B60W40/00 
B60W40/105","['B60W10/26 (CN) ', 'B60W10/28 (CN) ', 'B60W20/10 (CN) ', 'B60W40/00 (CN) ', 'B60W40/105 (CN) ', 'Y02T90/40 (EP)']","2020-12-15 
2021-07-30",2020-12-15,73737302,,2020-12-15,2021-07-30,CN112078565A,CN112078565B,CN,CN,2020,2020,,Company - Limited,B60W10/26 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
159,162,Multi-source emergency power supply system based on electric vehicle storage array,"WANG KUAN 
LIN JUPENG 
WANG ZHENXING 
FANG HONGWEI 
HAN FENG 
CHEN JING 
SHI LEXIAN 
LI YIN","['CHINA RAILWAY CONSTR GROUP CO ', 'CHINA RAILWAY CONSTRUCTION CORP LTD']",CN212649184U,1970,"A62B13/00 
B60P3/00 
F24D15/00 
F24F11/64 
F24F11/72 
F24F11/80 
H02J9/06 
H02J9/08 
F24F110/10 
F24F110/20 
F24F110/65 
F24F110/70 
F24F110/76",,2021-03-02,2021-03-02,74771133,,2021-03-02,,CN212649184U,,CN,,2021,2020,,Company - Limited,,CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
160,163,Solar and hydrogen fuel battery field charging pile facing small-scaled equipment,"CHEN JIAN 
ZHANG ZICHAO 
HAN YU 
WANG SHUBO 
WANG GUANGQI 
DU NANNAN 
MENG HAO 
CAO YI 
ZHOU NING 
LI YECHEN 
WANG RUI",['UNIV CHINA AGRICULTURAL'],CN109606174A,1970,"B60L53/31 
B60L53/51 
B60L53/53 
B60L53/54 
H02J7/00","['H02J7/0027 (CN) ', 'Y02E60/36 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2019-04-12,2019-04-12,66016295,,2019-04-12,,CN109606174A,,CN,,2019,2019,,Company - General,H02J7/0027 (CN),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
161,164,Electric automobile removes storage battery car,XIANG HUA,['SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD'],CN206938494U,1970,"B60L11/18 
H01M8/04746 
H01M8/0612 
H02J7/32 
H02J7/35","['Y02E60/50 (EP) ', 'Y02T10/70 (EP)']",2018-01-30,2018-01-30,61365502,,2018-01-30,,CN206938494U,,CN,,2018,2016,,Company - Limited,Y02E60/50 (EP),CN,2018.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
162,165,Fuel battery and solar energy combined supply type electric vehicle,LI JUNJIAO,['LI JUNJIAO'],CN104627002A,1970,"B60L11/18 
B60L8/00","['Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T10/72 (EP)']",2015-05-20,2015-05-20,53206407,,2015-05-20,,CN104627002A,,CN,,2015,2013,,Individual Inventor,Y02T10/70 (EP),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
163,166,SUPPLY STATION,"KIMURA KIYOSHI 
TAKESHIMA AYUMI",['TATSUNO CORP'],JP2024088907A,1970,"B60L53/53 
B60L53/54 
B60L53/57 
F17C5/06 
H02J7/00",,2024-07-03,2024-07-03,91690493,,2024-07-03,,JP2024088907A,,JP,,2024,2022,,Company - General,,JP,2024.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
164,167,"POWER SUPPLY SYSTEM FOR ELECTRIC VEHICLE, CONTROL METHOD AND ELECTRIC VEHICLE","LI JINGYU [CN] 
WU WALTER [CN]",['SUZHOU DSM GREEN POWER LTD [CN]'],WO2019041383A1,1970,,"['B60L50/10 (EP,US) ', 'B60L50/62 (KR,RU) ', 'B60L58/14 (EP,US) ', 'B60L58/19 (KR) ', 'B60L58/22 (RU) ', 'B60Y2200/91 (KR,US) ', 'Y02T10/62 (EP) ', 'Y02T10/70 (EP,KR) ', 'Y02T10/7072 (EP)']",2019-03-07,2018-01-19,61056967,,2019-03-07,,WO2019041383A1,,WO,,2019,2017,CN,Company - Limited,"B60L50/10 (EP,US)",WO,2019.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
165,168,Vehicle-mounted hydrogen fuel cell pre-charge protection circuit and method and electric vehicle,"ZHONG PEIWEN 
DAI GUANGQIAO 
FU YOU 
WANG ZHENHUA",['ZHONGZHI YIKE CHENGDU AUTOMOBILE CO LTD'],"CN110588352A 
CN110588352B",1970,"B60L3/00 
B60L53/14","['B60L3/00 (CN) ', 'B60L53/14 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/14 (EP)']","2019-12-20 
2021-08-24",2019-12-20,68864611,,2019-12-20,2021-08-24,CN110588352A,CN110588352B,CN,CN,2019,2019,,Company - Limited,B60L3/00 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
166,169,Charging system using a hydrogen car,KIM JIN SEON [KR],['DAE HAE CO LTD [KR]'],KR20180051012A,1970,B60L11/18,"['B60L50/71 (KR) ', 'B60L53/16 (KR) ', 'B60L53/18 (KR) ', 'B60L53/20 (KR) ', 'B60L53/30 (KR) ', 'B60L53/665 (KR) ', 'B60L2210/10 (KR) ', 'B60Y2200/91 (KR) ', 'B60Y2200/92 (KR) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/40 (EP)']",2018-05-16,2018-05-16,62451788,,2018-05-16,,KR20180051012A,,KR,,2018,2016,KR,Company - Limited,B60L50/71 (KR),KR,2018.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
167,170,Fusion charging system for integrating hydrogen charging technique and electric charging echnique,KIM YOUNG HO [KR],['KOREA ENERGY SOLUTION [KR]'],KR20230066164A,1970,"B60L3/00 
B60L53/54 
B60L58/30 
B60L58/40 
C01B3/38 
F17C13/02 
F17C5/06 
H01M8/0606","['B60L3/0092 (KR) ', 'B60L53/54 (KR) ', 'B60L58/30 (KR) ', 'B60L58/40 (KR) ', 'C01B3/38 (KR) ', 'F17C13/025 (KR) ', 'F17C5/06 (KR) ', 'H01M8/0606 (KR) ', 'B60Y2200/91 (KR) ', 'F17C2221/012 (KR) ', 'F17C2227/0157 (KR) ', 'F17C2250/0626 (KR) ', 'F17C2265/07 (KR) ', 'F17C2270/0139 (KR) ', 'H01M2250/10 (KR) ', 'Y02E60/30 (KR) ', 'Y02E60/50 (KR) ', 'Y02T10/70 (KR) ', 'Y02T10/7072 (KR) ', 'Y02T90/10 (KR) ', 'Y02T90/40 (KR)']",2023-05-15,2023-05-15,86394946,,2023-05-15,,KR20230066164A,,KR,,2023,2021,KR,Energy Company,B60L3/0092 (KR),KR,2023.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
168,171,New energy vehicle charging distribution method,PAN GUANGLIAN,['FOSHAN QINHSHENG TECH CO LTD'],"CN108422890A 
CN108422890B",1970,"B60L11/18 
B60L53/30 
B60L53/54 
B60L53/68","['B60L53/30 (CN) ', 'B60L53/60 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP)']","2018-08-21 
2021-07-30",2018-08-21,63162274,,2018-08-21,2021-07-30,CN108422890A,CN108422890B,CN,CN,2018,2018,,Company - Limited,B60L53/30 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
169,172,Wind/ luminous/electric integrated centralized energy storage type electric vehicle charging system,JING HUI,['SICHUAN NEWBORN POWER MFG CO LTD'],CN203522210U,1970,"H02J3/28 
H02J7/00","['Y02P80/10 (EP) ', 'Y02P80/20 (EP)']",2014-04-02,2014-04-02,50381085,,2014-04-02,,CN203522210U,,CN,,2014,2013,,Company - Limited,Y02P80/10 (EP),CN,2014.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
170,173,Charging system by hydrogen car,LEE HAE GON [KR],['LEE HAE GON [KR]'],KR20180043141A,1970,B60L11/18,"['B60L50/71 (KR) ', 'B60L53/16 (KR) ', 'B60L53/18 (KR) ', 'B60L53/20 (KR) ', 'B60L53/30 (KR) ', 'B60L53/665 (KR) ', 'B60L2210/10 (KR) ', 'B60Y2200/91 (KR) ', 'B60Y2200/92 (KR) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/40 (EP)']",2018-04-27,2018-04-27,62081779,,2018-04-27,,KR20180043141A,,KR,,2018,2016,KR,Individual Inventor,B60L50/71 (KR),KR,2018.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
171,174,Control system and method of hydrogen energy booster,"TAO ANPING 
HUANG DEYUN 
XU PEI 
CEN JIAN 
JIANG BING 
MIAO HONGXIA 
LI WEI",['YOUON TECH CO LTD'],CN109625150A,1970,"B60L58/30 
B60L58/33 
B60L58/40 
B62H5/00 
B62M6/45","['B62H5/00 (CN) ', 'B62M6/45 (CN) ', 'B60L2200/46 (CN) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2019-04-16,2019-04-16,66062702,,2019-04-16,,CN109625150A,,CN,,2019,2019,,Company - Limited,B62H5/00 (CN),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
172,175,Electric vehicle overall control device,"LI HUIQI 
OUYANG JIAN 
ZHOU YUANSHAN",['GUANGZHOU YIWE ELECTRIC VEHICLE CO LTD'],CN204089254U,1970,"B60L15/00 
B60L15/20 
B60L3/00 
H02J7/00","['Y02T10/72 (EP) ', 'Y02T90/16 (EP)']",2015-01-07,2015-01-07,52181925,,2015-01-07,,CN204089254U,,CN,,2015,2014,,Company - Limited,Y02T10/72 (EP),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
173,176,ELECTRIC VEHICLE CHARGING ROADWAY POWERED BY STANDALONE DYNAMIC OUTPUT HYDROGEN FUEL CELLS,"GULATI GURJEET [US] 
HARTSFIELD BARRY [US]","['GULATI GURJEET [US] ', 'HARTSFIELD BARRY [US]']",US2024157830A1,1970,"B60L53/39 
B60L53/54 
B60L53/57 
H01M8/04858 
H02J50/10 
H02J50/40","['B60L53/126 (EP) ', 'B60L53/39 (EP,US) ', 'B60L53/54 (EP,US) ', 'B60L53/57 (EP,US) ', 'H01M8/04932 (EP,US) ', 'H02J50/10 (EP,US) ', 'H02J50/40 (EP,US) ', 'H01M2250/10 (US) ', 'H02J2310/48 (EP)']",2024-05-16,2024-05-16,91029630,,2024-05-16,,US2024157830A1,,US,,2024,2022,US,Individual Inventor,B60L53/126 (EP),US,2024.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
174,177,Mobile charging vehicle,ZHANG WEI,['SHENZHEN GUOQI AOYUAN TECH CO LTD'],CN209290251U,1970,"B60L53/50 
B60L53/51 
B60L53/52 
B60P3/00 
H02J7/14 
H02J7/35","['Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2019-08-23,2019-08-23,67654056,,2019-08-23,,CN209290251U,,CN,,2019,2018,,Company - Limited,Y02T10/70 (EP),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
175,178,Electric vehicle charging pile,WEN MING,['SHENZHEN DIANLAN NEW ENERGY TECH CO LTD'],CN212267252U,1970,"B60L53/16 
B60L53/302 
B60L53/31 
B60L53/66","['Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/16 (EP)']",2021-01-01,2021-01-01,73873712,,2021-01-01,,CN212267252U,,CN,,2021,2020,,Company - Limited,Y02T10/70 (EP),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
176,179,Hierarchical energy management method for hybrid electric vehicle based on deep reinforcement learning algorithm,"FU ZHUMU 
GONG HUIXIAN 
TAO FAZHAN 
GAO SONG 
JI BAOFENG 
DONG YONGSHENG 
FAN PENGYU 
WU YANG",['HENAN SCIENCE AND TECHNOLOGY UNIV'],CN114312370A,1970,"B60L50/40 
B60L50/75 
B60L58/12 
B60L58/40","['Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2022-04-12,2022-04-12,81054751,,2022-04-12,,CN114312370A,,CN,,2022,2021,,Technology Company,Y02T10/70 (EP),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
177,180,Design method for balancing dynamic performance and endurance mileage of hybrid energy electric vehicle,ZHAO XIN,['ZHAO XIN'],CN118991557A,1970,"B60L58/12 
B60L58/24 
B60L58/40",['Y02T10/70 (EP)'],2024-11-22,2024-11-22,93493841,,2024-11-22,,CN118991557A,,CN,,2024,2024,,Individual Inventor,Y02T10/70 (EP),CN,2024.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
178,181,Hydrogen fuel and lithium ion battery combined electric vehicle power system,"LU GUIBING 
ZHAO YUMIN 
WANG FUJUN 
ZHANG JIAMOU 
CHEN XUQIANG",['HANTENG AUTOMOBILE CO LTD'],CN209336506U,1970,"B60L15/20 
B60L50/60 
B60L50/75 
B60L58/10 
B60L58/30","['Y02T10/70 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/40 (EP)']",2019-09-03,2019-09-03,67760148,,2019-09-03,,CN209336506U,,CN,,2019,2018,,Company - Limited,Y02T10/70 (EP),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
179,182,INTEGRATED SOLAR-POWERED HIGH-PRESSURE HYDROGEN PRODUCTION AND BATTERY CHARGING SYSTEM,"KELLY NELSON A [US] 
GIBSON THOMAS L [US] 
CAI MEI [US]","['GM GLOBAL TECH OPERATIONS INC [US] ', 'KELLY NELSON A [US] ', 'GIBSON THOMAS L [US] ', 'CAI MEI [US]']","US2010230292A1 
US8721868B2",1970,"C25B1/02 
C01B3/04 
C25B1/04","['H01M8/04208 (EP,CN,US) ', 'H01M8/0656 (EP,CN,US) ', 'H02J7/35 (EP,CN,US) ', 'H02S40/00 (CN) ', 'H02S40/38 (EP,US) ', 'H02S40/44 (EP,US) ', 'H01M2250/20 (EP,CN,US) ', 'H01M8/04216 (EP,CN,US) ', 'Y02E10/56 (EP,US) ', 'Y02E10/60 (EP,US) ', 'Y02E60/36 (EP,US) ', 'Y02E60/50 (EP) ', 'Y02E70/30 (EP) ', 'Y02P20/133 (EP,US) ', 'Y02T90/40 (EP,US)']","2010-09-16 
2014-05-13",2010-09-16,42729813,,2010-09-16,2014-05-13,US2010230292A1,US8721868B2,US,US,2010,2009,US,Company - Incorporated/Corporation,"H01M8/04208 (EP,CN,US)",US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
180,183,"Electric vehicle energy service station based on SOFC, and running control method thereof","LI HANG 
LI WENYING 
WANG SHAORONG",['SICHUAN ENERGY INT RES INST TSINGHUA UNIV'],"CN109703408A 
CN109703408B",1970,"B60L53/57 
B60L53/66 
F17C13/02 
F17C5/04 
H02J3/38","['Y02A30/60 (EP) ', 'Y02E60/32 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP)']","2019-05-03 
2020-05-26",2019-05-03,66256217,,2019-05-03,2020-05-26,CN109703408A,CN109703408B,CN,CN,2019,2018,,Energy Company,Y02A30/60 (EP),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
181,184,MOBILE DEVICE FOR CHARGING ELECTRIC VEHICLES,LASHIN DMITRII ALEKSANDROVICH [RU],['LASHIN DMITRII ALEKSANDROVICH [RU]'],WO2023128778A1,1970,"B60L53/53 
B60L53/57 
H02J7/00","['B60L53/53 (EP) ', 'B60L53/57 (EP) ', 'H02J7/00 (EP) ', 'Y02T10/70 (EP)']",2023-07-06,2023-07-06,86999836,,2023-07-06,,WO2023128778A1,,WO,,2023,2021,RU,Individual Inventor,B60L53/53 (EP),WO,2023.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
182,185,Charging and water replenishing station for electric vehicle,"SUN YIFEI 
CAI JIABIN",['XIAMEN GULUOPU TECH CO LTD'],CN115092000A,1970,"B60L53/31 
B60L53/53 
B60L53/54 
H02J7/00","['B60L53/31 (CN) ', 'B60L53/53 (CN) ', 'B60L53/54 (CN) ', 'H02J7/00 (CN) ', 'Y02T90/14 (EP)']",2022-09-23,2022-09-23,83297827,,2022-09-23,,CN115092000A,,CN,,2022,2022,,Company - Limited,B60L53/31 (CN),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
183,186,Multifunctional hydrogen refueling station based on fuel cell,"HOU ZHIPENG 
ZHANG WEIDONG 
GUO YAFENG 
CHEN LIHUA",['SHAOXING SHENSEN ENERGY SCIENCE AND TECH LIMITED COMPANY'],CN216597646U,1970,"B60L53/30 
E04H3/00 
F24D15/00 
F24D19/10 
H01M8/04 
H01M8/04082 
H01M8/0606","['Y02B10/70 (EP) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2022-05-24,2022-05-24,81635550,,2022-05-24,,CN216597646U,,CN,,2022,2022,,Company - Limited,Y02B10/70 (EP),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
184,187,BATTERY RECYCLE POWER STORAGE SYSTEM FOR ELECTRIC VEHICLE,TANAKA KATSUMI,['TANAKA KATSUMI'],JP2021072761A,1970,"B60K1/04 
B60K6/28 
B60L50/61 
B60L53/80 
H01M10/42 
H01M10/44 
H01M50/20 
H02J7/00","['Y02E60/10 (EP) ', 'Y02T10/62 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP)']",2021-05-06,2021-05-06,75713880,,2021-05-06,,JP2021072761A,,JP,,2021,2019,,Individual Inventor,Y02E60/10 (EP),JP,2021.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
